fold,strategy,family,tp,fp,tn,fn,support,positive_support,negative_support,precision,recall,specificity,npv,fpr,fnr,accuracy,balanced_accuracy,f1,f2,mcc,roc_auc,pr_auc
0,tool:codeql,CWE-20,4,314,1381,64,1763,68,1695,0.012578616352201259,0.058823529411764705,0.8147492625368732,0.9557093425605536,0.18525073746312684,0.9411764705882353,0.7855927396483268,0.43678639597431895,0.02072538860103627,0.03389830508474576,-0.06331875564373073,0.43678639597431895,0.024415837920067657
0,tool:codeql,CWE-74,133,199,1279,152,1763,285,1478,0.4006024096385542,0.4666666666666667,0.8653585926928281,0.893780573025856,0.13464140730717186,0.5333333333333333,0.8009075439591605,0.6660126296797474,0.43111831442463533,0.4517663043478261,0.3126381073544498,0.6660126296797474,0.3246828450963867
0,tool:codeql,CWE-116,0,4,1748,11,1763,11,1752,0.0,0.0,0.997716894977169,0.9937464468447982,0.00228310502283105,1.0,0.9914917753828701,0.4988584474885845,,,-0.003778560389775746,0.4988584474885845,0.004297371443180988
0,tool:codeql,CWE-190,0,3,1732,28,1763,28,1735,0.0,0.0,0.9982708933717579,0.9840909090909091,0.001729106628242075,1.0,0.9824163357912649,0.49913544668587895,,,-0.005244856007576836,0.49913544668587895,0.011850324673168761
0,tool:codeql,CWE-191,0,0,1744,19,1763,19,1744,,0.0,1.0,0.9892229154849688,0.0,1.0,0.9892229154849688,0.5,,,,0.5,0.01136884514540422
0,tool:codeql,CWE-269,0,0,1746,17,1763,17,1746,,0.0,1.0,0.9903573454339194,0.0,1.0,0.9903573454339194,0.5,,,,0.5,0.0060839615626820075
0,tool:codeql,CWE-285,0,6,1699,58,1763,58,1705,0.0,0.0,0.9964809384164223,0.9669891861126921,0.0035190615835777126,1.0,0.9636982416335791,0.49824046920821113,,,-0.010778083641977312,0.49824046920821113,0.04679206531809847
0,tool:codeql,CWE-287,12,16,1623,112,1763,124,1639,0.42857142857142855,0.0967741935483871,0.9902379499694935,0.9354466858789625,0.009762050030506406,0.9032258064516129,0.9273964832671583,0.5435060717589403,0.15789473684210525,0.11450381679389314,0.1779718978312749,0.5435060717589404,0.08455340768205753
0,tool:codeql,CWE-311,21,40,1646,56,1763,77,1686,0.3442622950819672,0.2727272727272727,0.9762752075919335,0.9670975323149236,0.02372479240806643,0.7272727272727273,0.9455473624503687,0.6245012401596031,0.30434782608695654,0.2845528455284552,0.2784409619534916,0.6245012401596032,0.1729814280104592
0,tool:codeql,CWE-327,44,14,1679,26,1763,70,1693,0.7586206896551724,0.6285714285714286,0.9917306556408741,0.9847507331378299,0.008269344359125812,0.37142857142857144,0.9773114010209869,0.8101510421061513,0.6875,0.650887573964497,0.6790543740396378,0.8101510421061514,0.4363736686540314
0,tool:codeql,CWE-330,40,0,1713,10,1763,50,1713,1.0,0.8,1.0,0.9941961694718514,0.0,0.2,0.9943278502552467,0.9,0.888888888888889,0.8333333333333334,0.8918278620773636,0.9,0.8123834013509753
0,tool:codeql,CWE-345,6,4,1653,100,1763,106,1657,0.6,0.05660377358490566,0.9975859987929994,0.9429549343981746,0.0024140012070006035,0.9433962264150944,0.9410096426545661,0.5270948861889525,0.10344827586206896,0.06912442396313365,0.17153018482616245,0.5270948861889525,0.08775106695017898
0,tool:codeql,CWE-400,0,1,1712,50,1763,50,1713,0.0,0.0,0.9994162288382954,0.9716231555051078,0.0005837711617046118,1.0,0.9710720363017583,0.4997081144191477,,,-0.004070083964280629,0.4997081144191477,0.019910334911795457
0,tool:codeql,CWE-501,12,6,1739,6,1763,18,1745,0.6666666666666666,0.6666666666666666,0.9965616045845272,0.9965616045845272,0.0034383954154727794,0.3333333333333333,0.9931934203062961,0.8316141356255969,0.6666666666666666,0.6666666666666666,0.6632282712511939,0.8316141356255969,0.4276845729435461
0,tool:codeql,CWE-610,3,3,1706,51,1763,54,1709,0.5,0.05555555555555555,0.9982445874780573,0.970973249857712,0.0017554125219426564,0.9444444444444444,0.9693703913783324,0.5269000715168064,0.09999999999999999,0.06756756756756757,0.15918048940542434,0.5269000715168064,0.0635019463137464
0,tool:codeql,CWE-662,1,0,1744,18,1763,19,1744,1.0,0.05263157894736842,1.0,0.9897843359818388,0.0,0.9473684210526315,0.9897901304594441,0.5263157894736842,0.1,0.06493506493506494,0.22824090873482075,0.5263157894736842,0.0604700854760477
0,tool:codeql,CWE-668,5,112,1432,214,1763,219,1544,0.042735042735042736,0.0228310502283105,0.927461139896373,0.8699878493317132,0.07253886010362694,0.9771689497716894,0.8150879183210437,0.47514609506234173,0.02976190476190476,0.025176233635448138,-0.06586618166869221,0.4751460950623418,0.08574411680169709
0,tool:codeql,CWE-704,0,3,1752,8,1763,8,1755,0.0,0.0,0.9982905982905983,0.9954545454545455,0.0017094017094017094,1.0,0.9937606352807714,0.49914529914529915,,,-0.002787473366690302,0.49914529914529915,0.006040743615605266
0,tool:codeql,CWE-706,2,7,1697,57,1763,59,1704,0.2222222222222222,0.03389830508474576,0.9958920187793427,0.9675028506271379,0.004107981220657277,0.9661016949152542,0.9636982416335791,0.5148951619320442,0.0588235294117647,0.04081632653061225,0.07517959407525569,0.5148951619320442,0.044381119638128026
0,tool:codeql,CWE-913,0,1,1741,21,1763,21,1742,0.0,0.0,0.9994259471871412,0.9880817253121453,0.000574052812858783,1.0,0.9875212705615428,0.4997129735935706,,,-0.002615668004351208,0.4997129735935706,0.07629058790587269
0,tool:codeql,CWE-923,0,1,1696,66,1763,66,1697,0.0,0.0,0.9994107248084856,0.9625425652667423,0.0005892751915144372,1.0,0.9619965967101531,0.4997053624042428,,,-0.0046981631544764325,0.4997053624042428,0.02155879964685605
0,tool:joern,CWE-20,0,0,1695,68,1763,68,1695,,0.0,1.0,0.9614293817356778,0.0,1.0,0.9614293817356778,0.5,,,,0.5,0.024241449024645232
0,tool:joern,CWE-74,0,0,1478,285,1763,285,1478,,0.0,1.0,0.8383437322745321,0.0,1.0,0.8383437322745321,0.5,,,,0.5,0.1797921193962253
0,tool:joern,CWE-116,0,0,1752,11,1763,11,1752,,0.0,1.0,0.9937606352807714,0.0,1.0,0.9937606352807714,0.5,,,,0.5,0.004297371443180988
0,tool:joern,CWE-190,0,0,1735,28,1763,28,1735,,0.0,1.0,0.9841179807146909,0.0,1.0,0.9841179807146909,0.5,,,,0.5,0.011850324673168761
0,tool:joern,CWE-191,0,0,1744,19,1763,19,1744,,0.0,1.0,0.9892229154849688,0.0,1.0,0.9892229154849688,0.5,,,,0.5,0.01136884514540422
0,tool:joern,CWE-269,0,0,1746,17,1763,17,1746,,0.0,1.0,0.9903573454339194,0.0,1.0,0.9903573454339194,0.5,,,,0.5,0.0060839615626820075
0,tool:joern,CWE-285,0,0,1705,58,1763,58,1705,,0.0,1.0,0.9671015314804311,0.0,1.0,0.9671015314804311,0.5,,,,0.5,0.04727295712295041
0,tool:joern,CWE-287,0,0,1639,124,1763,124,1639,,0.0,1.0,0.9296653431650596,0.0,1.0,0.9296653431650596,0.5,,,,0.5,0.04474932901031486
0,tool:joern,CWE-311,0,0,1686,77,1763,77,1686,,0.0,1.0,0.9563244469653999,0.0,1.0,0.9563244469653999,0.5,,,,0.5,0.027319419579835948
0,tool:joern,CWE-327,4,1,1692,66,1763,70,1693,0.8,0.05714285714285714,0.9994093325457767,0.962457337883959,0.0005906674542232723,0.9428571428571428,0.9619965967101531,0.5282760948443169,0.10666666666666666,0.07017543859649122,0.2076502636682758,0.5282760948443169,0.10324447160875969
0,tool:joern,CWE-330,0,0,1713,50,1763,50,1713,,0.0,1.0,0.9716392512762337,0.0,1.0,0.9716392512762337,0.5,,,,0.5,0.03096502087913783
0,tool:joern,CWE-345,0,0,1657,106,1763,106,1657,,0.0,1.0,0.9398752127056155,0.0,1.0,0.9398752127056155,0.5,,,,0.5,0.03886316112312761
0,tool:joern,CWE-400,0,0,1713,50,1763,50,1713,,0.0,1.0,0.9716392512762337,0.0,1.0,0.9716392512762337,0.5,,,,0.5,0.01993184028813954
0,tool:joern,CWE-501,0,0,1745,18,1763,18,1745,,0.0,1.0,0.9897901304594441,0.0,1.0,0.9897901304594441,0.5,,,,0.5,0.014730576162233262
0,tool:joern,CWE-610,0,0,1709,54,1763,54,1709,,0.0,1.0,0.9693703913783324,0.0,1.0,0.9693703913783324,0.5,,,,0.5,0.036306113165043404
0,tool:joern,CWE-662,0,0,1744,19,1763,19,1744,,0.0,1.0,0.9892229154849688,0.0,1.0,0.9892229154849688,0.5,,,,0.5,0.007436528062252767
0,tool:joern,CWE-668,0,0,1544,219,1763,219,1544,,0.0,1.0,0.8757799205899036,0.0,1.0,0.8757799205899036,0.5,,,,0.5,0.07611416177250366
0,tool:joern,CWE-704,0,0,1755,8,1763,8,1755,,0.0,1.0,0.9954622802041974,0.0,1.0,0.9954622802041974,0.5,,,,0.5,0.006040743615605266
0,tool:joern,CWE-706,0,0,1704,59,1763,59,1704,,0.0,1.0,0.9665343165059558,0.0,1.0,0.9665343165059558,0.5,,,,0.5,0.03547541486601553
0,tool:joern,CWE-913,0,0,1742,21,1763,21,1742,,0.0,1.0,0.9880884855360181,0.0,1.0,0.9880884855360181,0.5,,,,0.5,0.07933326573846648
0,tool:joern,CWE-923,0,0,1697,66,1763,66,1697,,0.0,1.0,0.9625638116846285,0.0,1.0,0.9625638116846285,0.5,,,,0.5,0.02155879964685605
0,tool:semgrep,CWE-20,0,0,1695,68,1763,68,1695,,0.0,1.0,0.9614293817356778,0.0,1.0,0.9614293817356778,0.5,,,,0.5,0.024241449024645232
0,tool:semgrep,CWE-74,169,130,1348,116,1763,285,1478,0.5652173913043478,0.5929824561403508,0.912043301759134,0.9207650273224044,0.08795669824086604,0.4070175438596491,0.8604651162790697,0.7525128789497424,0.5787671232876712,0.587213342599027,0.49541259500824186,0.7525128789497424,0.42224090104893414
0,tool:semgrep,CWE-116,0,0,1752,11,1763,11,1752,,0.0,1.0,0.9937606352807714,0.0,1.0,0.9937606352807714,0.5,,,,0.5,0.004297371443180988
0,tool:semgrep,CWE-190,0,0,1735,28,1763,28,1735,,0.0,1.0,0.9841179807146909,0.0,1.0,0.9841179807146909,0.5,,,,0.5,0.011850324673168761
0,tool:semgrep,CWE-191,0,0,1744,19,1763,19,1744,,0.0,1.0,0.9892229154849688,0.0,1.0,0.9892229154849688,0.5,,,,0.5,0.01136884514540422
0,tool:semgrep,CWE-269,0,29,1717,17,1763,17,1746,0.0,0.0,0.9833906071019473,0.9901960784313726,0.016609392898052692,1.0,0.973908111174135,0.49169530355097363,,,-0.012760767425003339,0.49169530355097363,0.0059766031980568015
0,tool:semgrep,CWE-285,0,16,1689,58,1763,58,1705,0.0,0.0,0.9906158357771261,0.9668002289639381,0.0093841642228739,1.0,0.9580260918888258,0.49530791788856304,,,-0.017650838607959015,0.49530791788856304,0.04319929293439259
0,tool:semgrep,CWE-287,1,0,1639,123,1763,124,1639,1.0,0.008064516129032258,1.0,0.9301929625425652,0.0,0.9919354838709677,0.9302325581395349,0.5040322580645161,0.016,0.01006036217303823,0.08661152434599462,0.5040322580645161,0.05347002094290034
0,tool:semgrep,CWE-311,37,57,1629,40,1763,77,1686,0.39361702127659576,0.4805194805194805,0.9661921708185054,0.9760335530257639,0.033807829181494664,0.5194805194805194,0.9449801474758933,0.7233558256689929,0.43274853801169594,0.46019900497512434,0.4063584851638291,0.7233558256689929,0.2958892768743859
0,tool:semgrep,CWE-327,28,5,1688,42,1763,70,1693,0.8484848484848485,0.4,0.9970466627288836,0.9757225433526011,0.0029533372711163615,0.6,0.9733408961996597,0.6985233313644419,0.5436893203883495,0.44728434504792336,0.5720566355926104,0.6985233313644418,0.4346768343629242
0,tool:semgrep,CWE-330,40,3,1710,10,1763,50,1713,0.9302325581395349,0.8,0.9982486865148862,0.9941860465116279,0.0017513134851138354,0.2,0.9926262053318208,0.8991243432574432,0.8602150537634408,0.823045267489712,0.8590203355874146,0.8991243432574431,0.6992047132187795
0,tool:semgrep,CWE-345,0,1,1656,106,1763,106,1657,0.0,0.0,0.9993964996982498,0.9398410896708286,0.0006035003017501509,1.0,0.9393079977311402,0.4996982498491249,,,-0.0060254394475934454,0.4996982498491249,0.03886316112312761
0,tool:semgrep,CWE-400,0,0,1713,50,1763,50,1713,,0.0,1.0,0.9716392512762337,0.0,1.0,0.9716392512762337,0.5,,,,0.5,0.01993184028813954
0,tool:semgrep,CWE-501,8,7,1738,10,1763,18,1745,0.5333333333333333,0.4444444444444444,0.9959885386819485,0.994279176201373,0.0040114613180515755,0.5555555555555556,0.9903573454339194,0.7202164915631964,0.4848484848484848,0.4597701149425288,0.4820559630470026,0.7202164915631964,0.26411897179448846
0,tool:semgrep,CWE-610,17,11,1698,37,1763,54,1709,0.6071428571428571,0.3148148148148148,0.9935634874195436,0.9786743515850144,0.006436512580456407,0.6851851851851852,0.9727736812251844,0.6541891511171792,0.41463414634146345,0.3483606557377049,0.4250333119264557,0.6541891511171792,0.22143851870304393
0,tool:semgrep,CWE-662,0,0,1744,19,1763,19,1744,,0.0,1.0,0.9892229154849688,0.0,1.0,0.9892229154849688,0.5,,,,0.5,0.007436528062252767
0,tool:semgrep,CWE-668,0,0,1544,219,1763,219,1544,,0.0,1.0,0.8757799205899036,0.0,1.0,0.8757799205899036,0.5,,,,0.5,0.07611416177250366
0,tool:semgrep,CWE-704,0,0,1755,8,1763,8,1755,,0.0,1.0,0.9954622802041974,0.0,1.0,0.9954622802041974,0.5,,,,0.5,0.006040743615605266
0,tool:semgrep,CWE-706,27,31,1673,32,1763,59,1704,0.46551724137931033,0.4576271186440678,0.9818075117370892,0.9812316715542522,0.018192488262910797,0.5423728813559322,0.9642654566080544,0.7197173151905785,0.4615384615384615,0.4591836734693877,0.44307667894862596,0.7197173151905785,0.2639369121901409
0,tool:semgrep,CWE-913,7,11,1731,14,1763,21,1742,0.3888888888888889,0.3333333333333333,0.9936854190585533,0.9919770773638968,0.006314580941446613,0.6666666666666666,0.9858196256381169,0.6635093761959433,0.358974358974359,0.3431372549019608,0.35291686430732727,0.6635093761959434,0.22058755477902986
0,tool:semgrep,CWE-923,0,0,1697,66,1763,66,1697,,0.0,1.0,0.9625638116846285,0.0,1.0,0.9625638116846285,0.5,,,,0.5,0.02155879964685605
0,or_1_of_3,CWE-20,4,314,1381,64,1763,68,1695,0.012578616352201259,0.058823529411764705,0.8147492625368732,0.9557093425605536,0.18525073746312684,0.9411764705882353,0.7855927396483268,0.43678639597431895,0.02072538860103627,0.03389830508474576,-0.06331875564373073,0.43678639597431895,0.024415837920067657
0,or_1_of_3,CWE-74,180,268,1210,105,1763,285,1478,0.4017857142857143,0.631578947368421,0.8186738836265224,0.9201520912547528,0.18132611637347767,0.3684210526315789,0.7884288145207033,0.7251264154974717,0.49113233287858116,0.566750629722922,0.3807274725428872,0.7251264154974717,0.33062595594090405
0,or_1_of_3,CWE-116,0,4,1748,11,1763,11,1752,0.0,0.0,0.997716894977169,0.9937464468447982,0.00228310502283105,1.0,0.9914917753828701,0.4988584474885845,,,-0.003778560389775746,0.4988584474885845,0.004297371443180988
0,or_1_of_3,CWE-190,0,3,1732,28,1763,28,1735,0.0,0.0,0.9982708933717579,0.9840909090909091,0.001729106628242075,1.0,0.9824163357912649,0.49913544668587895,,,-0.005244856007576836,0.49913544668587895,0.011850324673168761
0,or_1_of_3,CWE-191,0,0,1744,19,1763,19,1744,,0.0,1.0,0.9892229154849688,0.0,1.0,0.9892229154849688,0.5,,,,0.5,0.01136884514540422
0,or_1_of_3,CWE-269,0,29,1717,17,1763,17,1746,0.0,0.0,0.9833906071019473,0.9901960784313726,0.016609392898052692,1.0,0.973908111174135,0.49169530355097363,,,-0.012760767425003339,0.49169530355097363,0.0059766031980568015
0,or_1_of_3,CWE-285,0,21,1684,58,1763,58,1705,0.0,0.0,0.987683284457478,0.9667049368541906,0.012316715542521995,1.0,0.9551900170164492,0.493841642228739,,,-0.020250575837176633,0.493841642228739,0.04297633089227358
0,or_1_of_3,CWE-287,12,16,1623,112,1763,124,1639,0.42857142857142855,0.0967741935483871,0.9902379499694935,0.9354466858789625,0.009762050030506406,0.9032258064516129,0.9273964832671583,0.5435060717589403,0.15789473684210525,0.11450381679389314,0.1779718978312749,0.5435060717589404,0.08455340768205753
0,or_1_of_3,CWE-311,37,70,1616,40,1763,77,1686,0.34579439252336447,0.4805194805194805,0.9584816132858838,0.9758454106280193,0.04151838671411625,0.5194805194805194,0.9376063528077141,0.7195005469026822,0.40217391304347827,0.4457831325301204,0.3757661844748667,0.7195005469026822,0.24707776643991564
0,or_1_of_3,CWE-327,50,20,1673,20,1763,70,1693,0.7142857142857143,0.7142857142857143,0.9881866509155346,0.9881866509155346,0.011813349084465446,0.2857142857142857,0.9773114010209869,0.8512361826006245,0.7142857142857143,0.7142857142857143,0.7024723652012489,0.8512361826006244,0.4942364636589348
0,or_1_of_3,CWE-330,40,3,1710,10,1763,50,1713,0.9302325581395349,0.8,0.9982486865148862,0.9941860465116279,0.0017513134851138354,0.2,0.9926262053318208,0.8991243432574432,0.8602150537634408,0.823045267489712,0.8590203355874146,0.8991243432574431,0.6992047132187795
0,or_1_of_3,CWE-345,6,5,1652,100,1763,106,1657,0.5454545454545454,0.05660377358490566,0.9969824984912492,0.9429223744292238,0.0030175015087507543,0.9433962264150944,0.9404424276800908,0.5267931360380774,0.10256410256410256,0.06896551724137931,0.1617723663194866,0.5267931360380774,0.07653717601930692
0,or_1_of_3,CWE-400,0,1,1712,50,1763,50,1713,0.0,0.0,0.9994162288382954,0.9716231555051078,0.0005837711617046118,1.0,0.9710720363017583,0.4997081144191477,,,-0.004070083964280629,0.4997081144191477,0.019910334911795457
0,or_1_of_3,CWE-501,16,9,1736,2,1763,18,1745,0.64,0.8888888888888888,0.9948424068767908,0.998849252013809,0.005157593123209169,0.1111111111111111,0.9937606352807714,0.9418656478828398,0.7441860465116279,0.8247422680412372,0.7513794495999332,0.9418656478828399,0.5831966767233775
0,or_1_of_3,CWE-610,18,14,1695,36,1763,54,1709,0.5625,0.3333333333333333,0.9918080748976009,0.9792027729636048,0.008191925102399064,0.6666666666666666,0.9716392512762337,0.6625707041154671,0.4186046511627907,0.36290322580645157,0.4196784512504646,0.6625707041154671,0.20705750039640117
0,or_1_of_3,CWE-662,1,0,1744,18,1763,19,1744,1.0,0.05263157894736842,1.0,0.9897843359818388,0.0,0.9473684210526315,0.9897901304594441,0.5263157894736842,0.1,0.06493506493506494,0.22824090873482075,0.5263157894736842,0.0604700854760477
0,or_1_of_3,CWE-668,5,112,1432,214,1763,219,1544,0.042735042735042736,0.0228310502283105,0.927461139896373,0.8699878493317132,0.07253886010362694,0.9771689497716894,0.8150879183210437,0.47514609506234173,0.02976190476190476,0.025176233635448138,-0.06586618166869221,0.4751460950623418,0.08574411680169709
0,or_1_of_3,CWE-704,0,3,1752,8,1763,8,1755,0.0,0.0,0.9982905982905983,0.9954545454545455,0.0017094017094017094,1.0,0.9937606352807714,0.49914529914529915,,,-0.002787473366690302,0.49914529914529915,0.006040743615605266
0,or_1_of_3,CWE-706,27,35,1669,32,1763,59,1704,0.43548387096774194,0.4576271186440678,0.9794600938967136,0.9811875367430923,0.020539906103286387,0.5423728813559322,0.9619965967101531,0.7185436062703907,0.4462809917355372,0.45302013422818793,0.4267572426354027,0.7185436062703907,0.22220593041141823
0,or_1_of_3,CWE-913,7,12,1730,14,1763,21,1742,0.3684210526315789,0.3333333333333333,0.9931113662456946,0.9919724770642202,0.006888633754305396,0.6666666666666666,0.9852524106636416,0.663222349789514,0.35,0.3398058252427184,0.3429993550019746,0.663222349789514,0.20636324332403802
0,or_1_of_3,CWE-923,0,1,1696,66,1763,66,1697,0.0,0.0,0.9994107248084856,0.9625425652667423,0.0005892751915144372,1.0,0.9619965967101531,0.4997053624042428,,,-0.0046981631544764325,0.4997053624042428,0.02155879964685605
0,traditional_2_of_3,CWE-20,0,0,1695,68,1763,68,1695,,0.0,1.0,0.9614293817356778,0.0,1.0,0.9614293817356778,0.5,,,,0.43678639597431895,0.024415837920067657
0,traditional_2_of_3,CWE-74,122,61,1417,163,1763,285,1478,0.6666666666666666,0.4280701754385965,0.9587280108254398,0.8968354430379747,0.041271989174560215,0.5719298245614035,0.8729438457175269,0.6933990931320182,0.5213675213675214,0.46107331821617537,0.4668635710673015,0.7509033069819339,0.4756141545311219
0,traditional_2_of_3,CWE-116,0,0,1752,11,1763,11,1752,,0.0,1.0,0.9937606352807714,0.0,1.0,0.9937606352807714,0.5,,,,0.4988584474885845,0.004297371443180988
0,traditional_2_of_3,CWE-190,0,0,1735,28,1763,28,1735,,0.0,1.0,0.9841179807146909,0.0,1.0,0.9841179807146909,0.5,,,,0.49913544668587895,0.011850324673168761
0,traditional_2_of_3,CWE-191,0,0,1744,19,1763,19,1744,,0.0,1.0,0.9892229154849688,0.0,1.0,0.9892229154849688,0.5,,,,0.5,0.01136884514540422
0,traditional_2_of_3,CWE-269,0,0,1746,17,1763,17,1746,,0.0,1.0,0.9903573454339194,0.0,1.0,0.9903573454339194,0.5,,,,0.49169530355097363,0.0059766031980568015
0,traditional_2_of_3,CWE-285,0,1,1704,58,1763,58,1705,0.0,0.0,0.9994134897360704,0.9670828603859251,0.0005865102639296188,1.0,0.9665343165059558,0.4997067448680352,,,-0.0043938866898065535,0.493841642228739,0.04297633089227358
