strategy,base_strategy,tau,tp,fp,tn,fn,support,positive_support,negative_support,precision,recall,specificity,npv,fpr,fnr,accuracy,balanced_accuracy,f1,f2,mcc,roc_auc,pr_auc,cwe_attribution_acc
dst_yager_fire_specificity_silence_sensitivity_tau_0_5,dst_yager_fire_specificity_silence_sensitivity,0.5,1122.4,625.2,0.0,0.0,1747.6,1122.4,625.2,0.6422200863607275,1.0,0.0,,1.0,0.0,0.6422200863607275,0.5,0.7821280702780786,0.899741940422021,,0.5303715946753702,0.6814923292599366,0.4416566304155657
dst_yager_fire_specificity_silence_sensitivity_tau_0_6,dst_yager_fire_specificity_silence_sensitivity,0.6,520.0,283.6,341.6,602.4,1747.6,1122.4,625.2,0.6472238080805235,0.46329905047331643,0.5463023382059659,0.36179028340889,0.45369766179403415,0.5367009495266836,0.49306915278551966,0.504800694339641,0.5400184447681108,0.4912115183832004,0.009303251826296849,0.5303715946753702,0.6814923292599366,0.7496257712956195
dst_yager_fire_specificity_silence_sensitivity_tau_0_7,dst_yager_fire_specificity_silence_sensitivity,0.7,498.6,273.2,352.0,623.8,1747.6,1122.4,625.2,0.6461661781150132,0.4442167889531959,0.5629417823786287,0.36065152841610526,0.43705821762137137,0.5557832110468042,0.4867734082982092,0.5035792856659123,0.5264680148114953,0.4738244728067162,0.006986349015025553,0.5303715946753702,0.6814923292599366,0.7436902024667217
dst_yager_fire_specificity_silence_sensitivity_tau_0_8,dst_yager_fire_specificity_silence_sensitivity,0.8,453.6,240.8,384.4,668.8,1747.6,1122.4,625.2,0.6534360359617419,0.40417195895067487,0.6147682584608274,0.36495882644389416,0.38523174153917267,0.5958280410493251,0.479589112675092,0.5094701087057512,0.499421779253811,0.4375509590779233,0.018665527289677405,0.5303715946753702,0.6814923292599366,0.6937275852116725
dst_yager_fire_specificity_silence_sensitivity_tau_0_9,dst_yager_fire_specificity_silence_sensitivity,0.9,399.4,239.2,386.0,723.0,1747.6,1122.4,625.2,0.6255250361672668,0.35586983520772864,0.6173319288914852,0.34807727381306985,0.38266807110851475,0.6441301647922714,0.44948916331833544,0.486600882049607,0.4536306642228857,0.38943853770869447,-0.02659685290659831,0.5303715946753702,0.6814923292599366,0.6973856355034693
naive_bayes_tau_0_1,naive_bayes,0.1,1118.2,602.2,23.0,4.2,1747.6,1122.4,625.2,0.649938900049049,0.9962713131298001,0.036787663315411404,0.8549944749033109,0.9632123366845885,0.003728686870199972,0.6529889776813386,0.5165294882226057,0.7866646797843603,0.9003116370889664,0.12886511702170264,0.5565420014586607,0.6937066355761206,0.5137169981290155
naive_bayes_tau_0_2,naive_bayes,0.2,482.4,246.2,379.0,640.0,1747.6,1122.4,625.2,0.6621586948502165,0.4298089537015165,0.6061588138840885,0.37193685316440445,0.39384118611591146,0.5701910462984834,0.4929461217582233,0.5179838837928026,0.5212504772857096,0.4622432941652071,0.03501886434505876,0.5565420014586607,0.6937066355761206,0.7968864161366727
naive_bayes_tau_0_3,naive_bayes,0.3,460.2,168.0,457.2,662.2,1747.6,1122.4,625.2,0.7329127141411871,0.4099809145921423,0.7312165796816099,0.4083630008886109,0.2687834203183901,0.5900190854078577,0.5249882675700001,0.5705987471368761,0.5257315544435404,0.44956394192736066,0.1412311875120871,0.5565420014586607,0.6937066355761206,0.8071913685212622
naive_bayes_tau_0_4,naive_bayes,0.4,383.8,157.4,467.8,738.6,1747.6,1122.4,625.2,0.7096931357797945,0.34195730189389345,0.7481642285557173,0.38771351107058266,0.25183577144428276,0.6580426981061065,0.48736070271784737,0.5450607652248054,0.4614419020301369,0.3814597376846492,0.09368825404237102,0.5565420014586607,0.6937066355761206,0.8765088225807004
naive_bayes_tau_0_5,naive_bayes,0.5,303.0,96.4,528.8,819.4,1747.6,1122.4,625.2,0.7597198976966861,0.27003597046371564,0.8457736126780707,0.3922405678490106,0.15422638732192923,0.7299640295362844,0.4760554934016734,0.5579047915708932,0.3982644147918517,0.309942918639707,0.13264128447063647,0.5565420014586607,0.6937066355761206,0.8907145603727082
