tool,auc_gain_over_best,lr_stat,lr_p
codeql,0.02323471422621659,83.62102451660758,5.993227657054116e-20
pylint,0.017952879895269724,54.97836229112727,1.2186407194434774e-13
semgrep,0.0015307240783396514,1.5187258142013889,0.21781241741190185
devaic,0.0,1.8189894035458565e-12,0.9999989238937692
