base_strategy,strategy,tau,tp,fp,tn,fn,support,positive_support,negative_support,precision,recall,specificity,npv,fpr,fnr,accuracy,balanced_accuracy,f1,f2,mcc,roc_auc,pr_auc,cwe_attribution_acc
or_1_of_6,or_1_of_6,,2131.0,2283.2,40995.6,2801.4,48211.2,4932.4,43278.8,0.4827706681120937,0.43203461173843544,0.947244369363798,0.936037322910795,0.05275563063620203,0.5679653882615645,0.8945348000414184,0.6896394905511167,0.4559764104338349,0.44129919082843455,0.3985468813787483,0.6896394905511167,0.2708736600479206,0.4623001636502959
traditional_2_of_6,traditional_2_of_6,,149.0,113.2,43165.6,4783.4,48211.2,4932.4,43278.8,0.5674423133379658,0.030204807392376798,0.9973843763642855,0.9002398721618619,0.0026156236357145852,0.9697951926076233,0.8984343907057599,0.5137945918783311,0.057348040686098486,0.03725868126378106,0.11354697832066633,0.689872027654134,0.2843218960367966,0.42961971509335334
weighted_fire_specificity_silence_sensitivity,weighted_fire_specificity_silence_sensitivity_tau_0_2,0.2,2131.0,2283.0,40995.8,2801.4,48211.2,4932.4,43278.8,0.4827924956918605,0.43203461173843544,0.9472489889415685,0.9360376184206292,0.05275101105843144,0.5679653882615645,0.8945389483001867,0.689641800340002,0.4559860570638058,0.4413027866214329,0.3985598030826576,0.6899967466273672,0.28792113208459463,0.46211625560431885
dst_dempster_fire_specificity_silence_sensitivity,dst_dempster_fire_specificity_silence_sensitivity_tau_0_9,0.9,2131.0,2283.0,40995.8,2801.4,48211.2,4932.4,43278.8,0.4827924956918605,0.43203461173843544,0.9472489889415685,0.9360376184206292,0.05275101105843144,0.5679653882615645,0.8945389483001867,0.689641800340002,0.4559860570638058,0.4413027866214329,0.3985598030826576,0.6905250267549302,0.3104130154788404,0.46211625560431885
dst_pcr6_fire_specificity_silence_sensitivity,dst_pcr6_fire_specificity_silence_sensitivity_tau_0_7,0.7,2131.0,2283.0,40995.8,2801.4,48211.2,4932.4,43278.8,0.4827924956918605,0.43203461173843544,0.9472489889415685,0.9360376184206292,0.05275101105843144,0.5679653882615645,0.8945389483001867,0.689641800340002,0.4559860570638058,0.4413027866214329,0.3985598030826576,0.6905257403398409,0.30900107013296463,0.46211625560431885
dst_yager_fire_specificity_silence_sensitivity,dst_yager_fire_specificity_silence_sensitivity_tau_0_7,0.7,2131.0,2283.0,40995.8,2801.4,48211.2,4932.4,43278.8,0.4827924956918605,0.43203461173843544,0.9472489889415685,0.9360376184206292,0.05275101105843144,0.5679653882615645,0.8945389483001867,0.689641800340002,0.4559860570638058,0.4413027866214329,0.3985598030826576,0.690418797656539,0.30600274491454316,0.46211625560431885
naive_bayes,naive_bayes_tau_0_1,0.1,1700.6,1782.0,41496.8,3231.8,48211.2,4932.4,43278.8,0.488346455295895,0.34477541635126974,0.9588250503466362,0.9277468643958736,0.04117494965336373,0.6552245836487303,0.89600333849939,0.651800233348953,0.4041662710985142,0.3663028651439998,0.35541464696058067,0.6653546950558005,0.2737987033293411,0.5098971734829865
bks,bks_tau_0_1,0.1,1699.4,1778.4,41500.4,3233.0,48211.2,4932.4,43278.8,0.4886697079820209,0.34453204768742507,0.9589082303955733,0.9277278669891939,0.041091769604426655,0.6554679523125749,0.8960531296539376,0.6517201390414993,0.40410812144543345,0.36611869425635424,0.3554501902686308,0.6655578210215767,0.2765908605854565,0.5108547824261971
logistic_regression,logistic_regression_tau_0_6,0.6,1891.4,1992.0,41286.8,3041.0,48211.2,4932.4,43278.8,0.4870693710218951,0.38345674089035936,0.9539728766128961,0.9313979959977454,0.04602712338710395,0.6165432591096407,0.8956050967022569,0.6687148087516277,0.42907397281348014,0.4004840355329632,0.3757617716012903,0.6498064604029964,0.2811789910156527,0.5172792421494828
logistic_interactions,logistic_interactions_tau_0_6,0.6,1896.4,2000.2,41278.6,3036.0,48211.2,4932.4,43278.8,0.4866975347728902,0.38447066379653805,0.9537834079514319,0.9314904627296514,0.04621659204856805,0.615529336203462,0.8955387342824901,0.6691270358739849,0.4295624232428107,0.4013174604533914,0.3760946500178832,0.6500181527249543,0.278547561324893,0.5177091554072375
