strategy,base_strategy,tau,tp,fp,tn,fn,support,positive_support,negative_support,precision,recall,specificity,npv,fpr,fnr,accuracy,balanced_accuracy,f1,f2,mcc,roc_auc,pr_auc,cwe_attribution_acc
bks_tau_0_1,bks,0.1,1699.4,1778.4,41500.4,3233.0,48211.2,4932.4,43278.8,0.4886697079820209,0.34453204768742507,0.9589082303955733,0.9277278669891939,0.041091769604426655,0.6554679523125749,0.8960531296539376,0.6517201390414993,0.40410812144543345,0.36611869425635424,0.3554501902686308,0.6655578210215767,0.2765908605854565,0.5108547824261971
bks_tau_0_2,bks,0.2,1688.8,1766.2,41512.6,3243.6,48211.2,4932.4,43278.8,0.488817043032845,0.3423820203588603,0.9591901160201053,0.9275277971181414,0.0408098839798947,0.6576179796411397,0.896086315811301,0.6507860681894828,0.40267843892855926,0.3641924099639781,0.3543330872694067,0.6655578210215767,0.2765908605854565,0.5088633845877595
bks_tau_0_3,bks,0.3,121.2,82.0,43196.8,4811.2,48211.2,4932.4,43278.8,0.599359925581762,0.02457139946328407,0.9981053138140835,0.8997834720594821,0.0018946861859165556,0.975428600536716,0.8985048843566654,0.5113383566386838,0.04718436474317568,0.030398697242801094,0.10622275700763792,0.6655578210215767,0.2765908605854565,0.6894177237131903
bks_tau_0_4,bks,0.4,33.0,5.0,43273.8,4899.4,48211.2,4932.4,43278.8,0.867485380116959,0.00669078596657392,0.9998844711647837,0.8982961804858782,0.00011552883521629577,0.993309214033426,0.8982726387338031,0.5032876285656788,0.013279037275146146,0.00834736871137563,0.07094909775185962,0.6655578210215767,0.2765908605854565,0.8224044348407675
bks_tau_0_5,bks,0.5,30.8,3.4,43275.4,4901.6,48211.2,4932.4,43278.8,0.9080921052631579,0.00624371392322316,0.9999214316293031,0.8982585289648533,7.856837069677808e-05,0.9937562860767768,0.8982601939574979,0.5030825727762631,0.01239919648003976,0.007790780857421678,0.07016178517138028,0.6655578210215767,0.2765908605854565,0.8177386225856049
bks_tau_0_6,bks,0.6,23.0,0.8,43278.0,4909.4,48211.2,4932.4,43278.8,0.9658181818181818,0.004663299464349881,0.9999815125079217,0.898118625861686,1.8487492078370257e-05,0.9953367005356502,0.8981523296752767,0.5023224059861358,0.009281293340512805,0.005822019152519566,0.06326162771787795,0.6655578210215767,0.2765908605854565,0.8263768115942028
bks_tau_0_7,bks,0.7,10.6,0.2,43278.6,4921.8,48211.2,4932.4,43278.8,0.9913043478260869,0.0021471651834003734,0.9999953782871932,0.8978888386269137,4.621712806766188e-06,0.9978528348165996,0.8979075492735458,0.5010712717352968,0.004277724174067627,0.0026813531083334824,0.03898437807408477,0.6655578210215767,0.2765908605854565,0.909090909090909
bks_tau_0_8,bks,0.8,1.2,0.0,43278.8,4931.2,48211.2,4932.4,43278.8,1.0,0.00024340083694204638,1.0,0.8977141943003153,0.0,0.999756599163058,0.8977167390002245,0.500121700418471,0.0006082962030449047,0.00038028162869274684,0.01628570522598816,0.6655578210215767,0.2765908605854565,1.0
bks_tau_0_9,bks,0.9,0.0,0.0,43278.8,4932.4,48211.2,4932.4,43278.8,,0.0,1.0,0.8976918478979258,0.0,1.0,0.8976918478979258,0.5,,,,0.6655578210215767,0.2765908605854565,
logistic_regression_tau_0_1,logistic_regression,0.1,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6498064604029964,0.2811789910156527,0.963914617140048
logistic_regression_tau_0_2,logistic_regression,0.2,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6498064604029964,0.2811789910156527,0.9638740162468284
logistic_regression_tau_0_3,logistic_regression,0.3,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6498064604029964,0.2811789910156527,0.9638333575763669
logistic_regression_tau_0_4,logistic_regression,0.4,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6498064604029964,0.2811789910156527,0.7060269325113336
logistic_regression_tau_0_5,logistic_regression,0.5,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6498064604029964,0.2811789910156527,0.2885328187662398
logistic_regression_tau_0_6,logistic_regression,0.6,1891.4,1992.0,41286.8,3041.0,48211.2,4932.4,43278.8,0.4870693710218951,0.38345674089035936,0.9539728766128961,0.9313979959977454,0.04602712338710395,0.6165432591096407,0.8956050967022569,0.6687148087516277,0.42907397281348014,0.4004840355329632,0.3757617716012903,0.6498064604029964,0.2811789910156527,0.5172792421494828
logistic_regression_tau_0_7,logistic_regression,0.7,1870.6,1971.2,41307.6,3061.8,48211.2,4932.4,43278.8,0.486974142889225,0.37924429151915,0.9544535147791866,0.9309935499383272,0.04554648522081347,0.6207557084808499,0.895605093949561,0.6668489031491683,0.4263768713961447,0.39678346233452183,0.3734510381681121,0.6498064604029964,0.2811789910156527,0.5209858190313534
logistic_regression_tau_0_8,logistic_regression,0.8,1855.8,1957.0,41321.8,3076.6,48211.2,4932.4,43278.8,0.48674318285685214,0.37623771934482225,0.9547815742979321,0.9307053954878223,0.045218425702068,0.6237622806551777,0.8955926477956551,0.6655096468213771,0.4243887184526017,0.394120150901888,0.37172057118278296,0.6498064604029964,0.2811789910156527,0.5245402130904777
logistic_regression_tau_0_9,logistic_regression,0.9,671.0,650.6,42628.2,4261.4,48211.2,4932.4,43278.8,0.5073503048864398,0.13603365017906716,0.9849672321866478,0.9091192261465251,0.01503276781335211,0.8639663498209329,0.8981149954350652,0.5605004411828576,0.21449187205960873,0.15934655967723377,0.22444653042635382,0.6498064604029964,0.2811789910156527,0.29441101803549774
logistic_interactions_tau_0_1,logistic_interactions,0.1,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6500181527249543,0.278547561324893,0.963914617140048
