tool,auc_gain_over_best,lr_stat,lr_p
codeql,0.004143525791518998,30.327854882605607,3.648486459667225e-08
ikos,0.002523769609338089,455.89726409524155,3.75600417400446e-101
cppcheck,0.0017855774177595318,21.491199439013144,3.5545621873958998e-06
semgrep,0.0004396265408889155,4.898599555701367,0.02687848461710396
joern,-0.00017421492335345512,0.3420579647499835,0.5586437276010405
