baseline,baseline_strategy,strategy,metric,pairing,n_pairs,mean_difference,std_difference,standard_error,ci_low,ci_high,ci_level,status
traditional,traditional_2_of_5,weighted_fire_specificity_silence_sensitivity_tau_0_5,f1,fold,5,0.08121152131164396,0.016101799084643997,0.007200943462661573,0.061221702259295435,0.10120134036399248,0.95,incremento_statistico
traditional,traditional_2_of_5,dst_dempster_fire_specificity_silence_sensitivity_tau_0_9,f1,fold,5,0.07308535463182361,0.017283111304518293,0.007729242347919594,0.051628977873998824,0.0945417313896484,0.95,incremento_statistico
traditional,traditional_2_of_5,dst_pcr6_fire_specificity_silence_sensitivity_tau_0_7,f1,fold,5,0.08165770903551473,0.016143364988445673,0.007219532299950926,0.06161628737085095,0.1016991307001785,0.95,incremento_statistico
traditional,traditional_2_of_5,dst_yager_fire_specificity_silence_sensitivity_tau_0_6,f1,fold,5,0.08121152131164396,0.016101799084643997,0.007200943462661573,0.061221702259295435,0.10120134036399248,0.95,incremento_statistico
traditional,traditional_2_of_5,naive_bayes_tau_0_2,f1,fold,5,0.10843522620160277,0.012868891702470237,0.0057551433283612894,0.09245894832207183,0.12441150408113372,0.95,incremento_statistico
traditional,traditional_2_of_5,bks_tau_0_3,f1,fold,5,0.061398883340688215,0.017836397240272864,0.007976679340587954,0.03925562149121606,0.08354214519016037,0.95,incremento_statistico
traditional,traditional_2_of_5,logistic_regression_tau_0_6,f1,fold,5,0.0801626932817836,0.010692514395790236,0.004781837807876411,0.06688831152711869,0.09343707503644852,0.95,incremento_statistico
traditional,traditional_2_of_5,logistic_interactions_tau_0_6,f1,fold,5,0.08264323744341166,0.009407349573329794,0.004207094626813812,0.07096434275937652,0.0943221321274468,0.95,incremento_statistico
traditional,traditional_2_of_5,decision_tree_tau_0_6,f1,fold,5,0.0944800675396662,0.015517695686248422,0.006939724481721344,0.07521539237840776,0.11374474270092465,0.95,incremento_statistico
