fold,tool,family,tp,fp,tn,fn,ppv,npv,fpr,fnr,sensitivity,specificity,positive_support,supported
0,bandit,CWE-20,31,177,8011,337,0.14903846153846154,0.9596310493531385,0.021617000488519784,0.9157608695652174,0.08423913043478261,0.9783829995114802,368,True
0,bandit,CWE-74,525,875,6338,818,0.375,0.8856903297931805,0.12130874809371968,0.609084139985108,0.39091586001489204,0.8786912519062803,1343,True
0,bandit,CWE-285,18,11,8252,275,0.6206896551724138,0.9677495015832063,0.001331235628706281,0.9385665529010239,0.06143344709897611,0.9986687643712937,293,True
0,bandit,CWE-287,194,301,7468,593,0.39191919191919194,0.9264359260637638,0.03874372506114043,0.7534942820838628,0.24650571791613723,0.9612562749388596,787,True
0,bandit,CWE-311,2,3,8239,312,0.4,0.9635130394105953,0.0003639893229798593,0.9936305732484076,0.006369426751592357,0.9996360106770201,314,True
0,bandit,CWE-327,91,117,8308,40,0.4375,0.9952084331576425,0.013887240356083085,0.3053435114503817,0.6946564885496184,0.9861127596439169,131,True
0,bandit,CWE-330,77,139,8297,43,0.35648148148148145,0.9948441247002399,0.016477003319108584,0.35833333333333334,0.6416666666666667,0.9835229966808914,120,True
0,bandit,CWE-345,0,0,8038,518,,0.9394576905095839,0.0,1.0,0.0,1.0,518,False
0,bandit,CWE-400,20,307,7974,255,0.06116207951070336,0.969012030623405,0.03707281729259751,0.9272727272727272,0.07272727272727272,0.9629271827074025,275,True
0,bandit,CWE-610,0,0,8174,382,,0.9553529686769519,0.0,1.0,0.0,1.0,382,False
0,bandit,CWE-668,55,47,7306,1148,0.5392156862745098,0.8642062928791104,0.006391948864409085,0.9542809642560266,0.0457190357439734,0.9936080511355909,1203,True
0,bandit,CWE-669,0,0,8357,199,,0.9767414679756896,0.0,1.0,0.0,1.0,199,False
0,bandit,CWE-706,11,16,8136,393,0.4074074074074074,0.9539219134716849,0.001962708537782139,0.9727722772277227,0.027227722772277228,0.9980372914622179,404,True
0,bandit,CWE-913,24,25,8367,140,0.4897959183673469,0.9835429646173739,0.002979027645376549,0.8536585365853658,0.14634146341463414,0.9970209723546235,164,True
0,bandit,CWE-923,0,0,8279,277,,0.9676250584385226,0.0,1.0,0.0,1.0,277,False
0,codeql,CWE-20,51,1282,6906,317,0.03825956489122281,0.9561124186626055,0.15657059110893992,0.8614130434782609,0.13858695652173914,0.8434294088910601,368,True
0,codeql,CWE-74,161,357,6856,1182,0.3108108108108108,0.8529484946504106,0.04949396922223763,0.8801191362620998,0.11988086373790022,0.9505060307777624,1343,True
0,codeql,CWE-285,20,27,8236,273,0.425531914893617,0.9679163238923493,0.0032675783613699623,0.931740614334471,0.06825938566552901,0.9967324216386301,293,True
0,codeql,CWE-287,57,61,7708,730,0.4830508474576271,0.9134866082009955,0.007851718367872313,0.9275730622617535,0.0724269377382465,0.9921482816321276,787,True
0,codeql,CWE-311,6,120,8122,308,0.047619047619047616,0.9634638196915777,0.01455957291919437,0.9808917197452229,0.01910828025477707,0.9854404270808056,314,True
0,codeql,CWE-327,21,146,8279,110,0.12574850299401197,0.9868875908928358,0.017329376854599406,0.8396946564885496,0.16030534351145037,0.9826706231454005,131,True
0,codeql,CWE-330,3,8,8428,117,0.2727272727272727,0.9863077823288473,0.000948316737790422,0.975,0.025,0.9990516832622096,120,True
0,codeql,CWE-345,2,0,8038,516,1.0,0.9396773439326631,0.0,0.9961389961389961,0.003861003861003861,1.0,518,True
0,codeql,CWE-400,7,28,8253,268,0.2,0.9685482924539374,0.0033812341504649195,0.9745454545454545,0.025454545454545455,0.9966187658495351,275,True
0,codeql,CWE-610,25,58,8116,357,0.30120481927710846,0.9578661631063378,0.007095669195008564,0.9345549738219895,0.06544502617801047,0.9929043308049914,382,True
0,codeql,CWE-668,188,681,6672,1015,0.21634062140391255,0.8679588916352283,0.09261525907792738,0.8437240232751455,0.15627597672485452,0.9073847409220727,1203,True
0,codeql,CWE-669,0,0,8357,199,,0.9767414679756896,0.0,1.0,0.0,1.0,199,False
0,codeql,CWE-706,56,124,8028,348,0.3111111111111111,0.9584527220630372,0.01521099116781158,0.8613861386138614,0.13861386138613863,0.9847890088321885,404,True
