strategy,family,precision,recall,specificity,npv,fpr,fnr,f1,f2,mcc,accuracy,balanced_accuracy,roc_auc,pr_auc,positive_support
tool:bandit,CWE-20,0.14296161550584327,0.08260869565217391,0.9780240561672944,0.959547521539673,0.021975943832705725,0.9173913043478261,0.1045398163278958,0.09015781276789232,0.07878749684705527,0.9395102089568811,0.5303163759097341,0.5303163759097341,0.04389890942794025,460
tool:bandit,CWE-285,0.6133116883116883,0.06282858200666419,0.9987403823282642,0.967807041968722,0.0012596176717357636,0.9371714179933358,0.11312650763870276,0.07640743354685173,0.18709453095957834,0.9666982184012897,0.5307844821674642,0.5307844821674642,0.07878193809935667,366
tool:bandit,CWE-287,0.41200441209510813,0.26221381953796746,0.9620821895056044,0.9278502333766123,0.03791781049439551,0.7377861804620325,0.3202849004742626,0.2826938993231261,0.27602130144671033,0.8976447813931709,0.612148004521786,0.612148004521786,0.16095254975309287,984
tool:bandit,CWE-311,0.375,0.005095748133722817,0.9997081993153246,0.9635023831812953,0.00029180068467529616,0.9949042518662772,0.025003906860446946,0.01584885566741013,0.04445558262513531,0.9632385590619252,0.5024019737245238,0.5024019737245238,0.026291268002860246,392
tool:bandit,CWE-327,0.4559097108565194,0.7056818181818182,0.986721604061527,0.9954054456118003,0.013278395938472968,0.2943181818181818,0.5530033134497542,0.6350595238095238,0.5585344675816135,0.9824396445513386,0.8462017111216726,0.8462017111216726,0.33904622960292496,163
tool:bandit,CWE-330,0.3820670646629612,0.6533333333333333,0.9845169412161658,0.9950064647243734,0.015483058783834247,0.3466666666666667,0.4810442908065119,0.5708943053578759,0.48984343492850313,0.979864900311,0.8189251372747496,0.8189251372747496,0.3202536147611066,150
tool:bandit,CWE-345,,0.0,1.0,0.9394782146158839,0.0,1.0,,,,0.9394782146158839,0.5,0.5,0.040358396446228476,647
tool:bandit,CWE-400,0.05247023819299575,0.06121057118499573,0.9618579832813834,0.9686561820263515,0.038142016718616514,0.9387894288150044,0.05639327816280777,0.059154825132833586,0.02208336141822969,0.9329579535789921,0.5115342772331897,0.5115342772331897,0.043560359169063284,343
tool:bandit,CWE-610,,0.0,1.0,0.9553800572390705,0.0,1.0,,,,0.9553800572390705,0.5,0.5,0.043566163133248216,477
tool:bandit,CWE-668,0.5327353942979716,0.04654928017718715,0.9928104572391506,0.8641261911645195,0.00718954276084934,0.9534507198228128,0.08537182210219538,0.05689642117450241,0.12437797801407405,0.8596768890677741,0.5196798687081688,0.5196798687081688,0.11791990304339892,1504
tool:bandit,CWE-669,,0.0,1.0,0.9768012916499209,0.0,1.0,,,,0.9768012916499209,0.5,0.5,0.01431347042046075,248
tool:bandit,CWE-706,0.35238095238095235,0.023762376237623763,0.9978430425683118,0.9537407058943584,0.0021569574316881454,0.9762376237623762,0.044513672551055726,0.029208949023796803,0.0812907424158966,0.9518326788837775,0.5108027094029678,0.5108027094029678,0.07304275037259775,505
tool:bandit,CWE-74,0.3808923979725504,0.3942750533049041,0.8802540652352777,0.8863769198034197,0.11974593476472231,0.6057249466950959,0.38724952231717324,0.3913779823908446,0.2708262660361759,0.8039337307232369,0.6372645592700908,0.637264559270091,0.34964450633278793,1679
tool:bandit,CWE-913,0.46165501165501166,0.13170731707317074,0.9970470854209529,0.9832619500118656,0.002952914579047134,0.8682926829268294,0.2044655163145729,0.15354637467623652,0.23893142852566823,0.9804560883135904,0.5643772012470618,0.5643772012470618,0.08160619115525056,205
tool:bandit,CWE-923,,0.0,1.0,0.9676330112055483,0.0,1.0,,,,0.9676330112055483,0.5,0.5,0.019088038607686836,346
tool:codeql,CWE-20,0.03514670814916046,0.12826086956521737,0.841437804911344,0.9554837162467662,0.15856219508865604,0.8717391304347826,0.05516023300980657,0.08380689578135465,-0.016848715918764703,0.8107502963602116,0.48484933723828066,0.48484933723828066,0.032367777975678066,460
tool:codeql,CWE-285,0.42354645354645354,0.06830803406145872,0.9968007483418224,0.9679267654057915,0.003199251658177492,0.9316919659385412,0.11682476752456468,0.08190070671921648,0.15838453711641207,0.9650105789762463,0.5325543912016406,0.5325543912016406,0.06760411588308625,366
tool:codeql,CWE-287,0.4618434008520215,0.07315342380607065,0.9912399327980179,0.913415615099683,0.008760067201982174,0.9268465761939293,0.12596817738380217,0.08788668859280721,0.15503031919686117,0.9067330476401254,0.5321966783020443,0.5321966783020443,0.09646968837023931,984
tool:codeql,CWE-311,0.0656084656084656,0.022882181110029213,0.9860326133215885,0.9636535447293632,0.013967386678411478,0.9771178188899707,0.05654835377988262,0.04384728048159257,0.016290514722131437,0.9507179247259417,0.5044573972158088,0.5044573972158088,0.025979584243439553,392
tool:codeql,CWE-327,0.13623810044862678,0.16553030303030303,0.9831103224784471,0.9870335981551813,0.016889677521552973,0.8344696969696969,0.14905379992372536,0.15837266172567638,0.13519439733706134,0.9706508952774053,0.574320312754375,0.5743203127543751,0.04160847219355011,163
tool:codeql,CWE-330,0.24666666666666667,0.03333333333333333,0.9989563174527213,0.986419949788527,0.001043682547278642,0.9666666666666666,0.09751294457176811,0.0670985225981292,0.08644159290544338,0.9854111188040475,0.5161448253930273,0.5161448253930273,0.03189864531670606,150
tool:codeql,CWE-345,1.0,0.004627310673822302,1.0,0.9397406620306683,0.0,0.9953726893261777,0.022843822843822845,0.014414134003275604,0.10282986364712988,0.9397572903192379,0.5023136553369112,0.5023136553369112,0.045530265570966455,647
tool:codeql,CWE-400,0.1915029415029415,0.023273657289002558,0.9961244814266058,0.9685191067236071,0.0038755185733942384,0.9767263427109973,0.04131216087356438,0.028194771583433496,0.055462018306686324,0.9649101168656277,0.5096990693578041,0.5096990693578041,0.050410221441208915,343
tool:codeql,CWE-610,0.30314814814814817,0.07118421052631578,0.9928549077501844,0.9581450791971994,0.007145092249815646,0.9288157894736843,0.11477821688288907,0.08392010531655689,0.1288918526038927,0.9517355707940531,0.5320195591382502,0.53201955913825,0.07816369922243896,477
tool:codeql,CWE-668,0.22159113487466958,0.1622281284606866,0.9069351683065194,0.8686508052322022,0.09306483169348054,0.8377718715393134,0.18724150552082722,0.17137464591400609,0.0789906722044906,0.8021778416357661,0.5345816483836031,0.534581648383603,0.1182436507590223,1504
tool:codeql,CWE-669,,0.0,1.0,0.9768012916499209,0.0,1.0,,,,0.9768012916499209,0.5,0.5,0.01431347042046075,248
tool:codeql,CWE-706,0.3047892578040671,0.14257425742574256,0.9841856124349171,0.9585944482748647,0.01581438756508303,0.8574257425742575,0.1938351605265567,0.15940621625497076,0.18249583973657826,0.9444271718201145,0.5633799349303298,0.5633799349303297,0.13712553709603437,505
tool:codeql,CWE-74,0.30679023473899164,0.11970682302771855,0.9495288800130004,0.8527201042259545,0.05047111998699959,0.8802931769722815,0.1721705362861406,0.13631982613431637,0.1050752463775028,0.8192121779319141,0.5346178515203595,0.5346178515203595,0.19869056509699407,1679
tool:codeql,CWE-913,0.8347474747474747,0.16585365853658537,0.9993334839706686,0.9839360994721089,0.0006665160293315049,0.8341463414634147,0.27434671125975474,0.19695773848777523,0.36475862821566135,0.9833430395368374,0.582593571253627,0.582593571253627,0.16085924966039758,205
tool:codeql,CWE-923,1.0,0.002898550724637681,1.0,0.9677228081560646,0.0,0.9971014492753623,0.02857142857142857,0.018050541516245487,0.1184721646092726,0.9677257325778246,0.5014492753623189,0.5014492753623189,0.021998477206125376,346
tool:pylint,CWE-20,,0.0,1.0,0.9569714846666713,0.0,1.0,,,,0.9569714846666713,0.5,0.5,0.03138774210479754,460
tool:pylint,CWE-285,,0.0,1.0,0.9657622061910558,0.0,1.0,,,,0.9657622061910558,0.5,0.5,0.028133318354329934,366
tool:pylint,CWE-287,,0.0,1.0,0.9079558762920558,0.0,1.0,,,,0.9079558762920558,0.5,0.5,0.058054815469738605,984
tool:pylint,CWE-311,,0.0,1.0,0.9633309785506639,0.0,1.0,,,,0.9633309785506639,0.5,0.5,0.02238708228768268,392
tool:pylint,CWE-327,,0.0,1.0,0.9847522129615143,0.0,1.0,,,,0.9847522129615143,0.5,0.5,0.01050995027493376,163
tool:pylint,CWE-330,,0.0,1.0,0.9859689623913059,0.0,1.0,,,,0.9859689623913059,0.5,0.5,0.011319148405509849,150
tool:pylint,CWE-345,,0.0,1.0,0.9394782146158839,0.0,1.0,,,,0.9394782146158839,0.5,0.5,0.040358396446228476,647
tool:pylint,CWE-400,,0.0,1.0,0.9679152697146189,0.0,1.0,,,,0.9679152697146189,0.5,0.5,0.04087688383244513,343
tool:pylint,CWE-610,,0.0,1.0,0.9553800572390705,0.0,1.0,,,,0.9553800572390705,0.5,0.5,0.043566163133248216,477
tool:pylint,CWE-668,0.292643363379518,0.14959689922480618,0.9405253059575898,0.8710474500734142,0.059474694042410146,0.8504031007751938,0.19776210249855505,0.16572355478112522,0.12138820052271408,0.8292555409823624,0.545061102591198,0.545061102591198,0.12387155433589472,1504
tool:pylint,CWE-669,0.0,0.0,0.9957821499180097,0.9767050865957142,0.004217850081990206,1.0,,,-0.009876710039073169,0.9726815189338727,0.49789107495900486,0.49789107495900486,0.014269310973563492,248
tool:pylint,CWE-706,,0.0,1.0,0.9527621733840631,0.0,1.0,,,,0.9527621733840631,0.5,0.5,0.0560800712870609,505
tool:pylint,CWE-74,0.2835392189463815,0.05896410803127221,0.9722808687619885,0.8472210051747402,0.027719131238011584,0.9410358919687278,0.09753254467466366,0.07004057341685033,0.06386913550485382,0.8288330146476687,0.5156224883966303,0.5156224883966303,0.18758828621025075,1679
tool:pylint,CWE-913,,0.0,1.0,0.9808242486014513,0.0,1.0,,,,0.9808242486014513,0.5,0.5,0.018467734245149768,205
tool:pylint,CWE-923,,0.0,1.0,0.9676330112055483,0.0,1.0,,,,0.9676330112055483,0.5,0.5,0.019088038607686836,346
tool:semgrep,CWE-20,,0.0,1.0,0.9569714846666713,0.0,1.0,,,,0.9569714846666713,0.5,0.5,0.03138774210479754,460
tool:semgrep,CWE-285,0.40601731601731605,0.05738615327656423,0.9970917949492273,0.967571841367997,0.0029082050507727333,0.9426138467234357,0.10021278390874422,0.06921324328774714,0.14204023671675384,0.9649178576039701,0.5272389741128958,0.5272389741128958,0.057557589654159136,366
tool:semgrep,CWE-287,0.24857142857142858,0.01116751269035533,0.9963904568577376,0.9085887671806626,0.003609543142262403,0.9888324873096448,0.02663350241398076,0.01724061468116706,0.03419719013436247,0.9057054027952308,0.5037789847740465,0.5037789847740465,0.0636098757155653,984
tool:semgrep,CWE-311,0.13330995223317618,0.13252190847127557,0.9677739915443304,0.9670078016782625,0.0322260084556696,0.8674780915287243,0.13276862173296808,0.13258555058872573,0.10025798881738428,0.937144402884666,0.550147950007803,0.550147950007803,0.05345048985733971,392
tool:semgrep,CWE-327,0.40460376680622917,0.5649621212121212,0.9867179270080783,0.9932183675153621,0.013282072991921676,0.4350378787878788,0.4673659492470219,0.5199054841884375,0.46645244673258296,0.9802829383040939,0.7758400241100998,0.7758400241100998,0.2341794921939925,163
