family,fold,delta,family_support,language,n_tools,log_gt_kept,log_n_samples,kept_frac,union_recall,log_family_support
CWE-191,1,,34,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.5314789170422551
CWE-191,2,,33,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.5185139398778875
CWE-191,3,,33,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.5185139398778875
CWE-191,4,,34,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.5314789170422551
CWE-20,0,0.04345369211356355,385,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.5854607295085006
CWE-20,1,0.03073577383692433,385,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.5854607295085006
CWE-20,2,0.047824224795544656,385,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.5854607295085006
CWE-20,3,0.04594185353445904,386,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.586587304671755
CWE-20,4,0.038472669185811215,385,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.5854607295085006
CWE-269,0,,24,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.380211241711606
CWE-269,1,,23,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.3617278360175928
CWE-269,2,,23,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.3617278360175928
CWE-269,3,,23,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.3617278360175928
CWE-269,4,,24,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.380211241711606
CWE-285,0,,57,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7558748556724915
CWE-285,1,,56,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7481880270062005
CWE-285,2,,57,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7558748556724915
CWE-285,3,,56,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7481880270062005
CWE-285,4,,57,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7558748556724915
CWE-287,0,,63,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7993405494535817
CWE-287,1,,64,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.806179973983887
CWE-287,2,,64,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.806179973983887
CWE-287,3,,64,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.806179973983887
CWE-287,4,,64,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.806179973983887
CWE-369,0,,54,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7323937598229686
CWE-369,1,,55,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7403626894942439
CWE-369,2,,55,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7403626894942439
CWE-369,3,,55,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7403626894942439
CWE-369,4,,55,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7403626894942439
CWE-400,0,,115,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.060697840353612
CWE-400,1,,115,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.060697840353612
CWE-400,2,,116,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.0644579892269186
CWE-400,3,,116,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.0644579892269186
CWE-400,4,,116,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.0644579892269186
CWE-404,0,,245,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.3891660843645326
CWE-404,1,,245,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.3891660843645326
CWE-404,2,,246,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.3909351071033793
CWE-404,3,,246,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.3909351071033793
CWE-404,4,,245,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.3891660843645326
CWE-476,0,,336,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.526339277389844
CWE-476,1,,337,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.5276299008713385
CWE-476,2,,337,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.5276299008713385
CWE-476,3,,336,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.526339277389844
CWE-476,4,,337,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.5276299008713385
CWE-662,0,,159,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.2013971243204513
CWE-662,1,-2.476178724665121e-06,159,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.2013971243204513
CWE-662,2,,159,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.2013971243204513
CWE-662,3,,159,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.2013971243204513
CWE-662,4,,159,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.2013971243204513
CWE-665,0,,28,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.4471580313422192
CWE-665,1,,28,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.4471580313422192
CWE-665,2,,29,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.462397997898956
CWE-665,3,,28,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.4471580313422192
CWE-665,4,-0.08475995959147782,28,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.4471580313422192
CWE-668,0,,273,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.436162647040756
CWE-668,1,0.0703850644629381,272,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.4345689040341987
