strategy,family,precision,recall,specificity,npv,fpr,fnr,f1,f2,mcc,accuracy,balanced_accuracy,roc_auc,pr_auc,positive_support
tool:codeql,CWE-1164,0.0,0.0,0.975994046336725,0.9996854748295299,0.02400595366327484,1.0,,,-0.0027468166717123945,0.975694428067414,0.4879970231683625,0.4879970231683625,0.00016675522267811728,74
tool:codeql,CWE-118,0.3631072631072631,0.008880491261218705,0.9992927557129951,0.9564325524740027,0.0007072442870049655,0.9911195087387814,0.017335967452992103,0.0110329888533824,0.051088802326619706,0.9558028092196424,0.5040866234871069,0.5040866234871069,0.047782247601560114,10585
tool:codeql,CWE-190,0.023098470157293688,0.002135231316725979,0.9994658828751823,0.9941766121789385,0.0005341171248175887,0.997864768683274,0.006495460295317921,0.0043441425353044376,0.005236684166132889,0.9936487738369479,0.5008005570959542,0.5008005570959542,0.006354680781249618,1406
tool:codeql,CWE-191,0.0,0.0,0.9997675272815043,0.9993070541089205,0.000232472718495725,1.0,,,-0.0004004409669795185,0.9990749033559755,0.49988376364075215,0.49988376364075215,0.000394767645824421,167
tool:codeql,CWE-20,0.055885680783346284,0.007789516183298567,0.9989085475727574,0.992063293374799,0.0010914524272426583,0.9922104838167014,0.0136627716620655,0.009406850692295729,0.01790520713617529,0.990989650897171,0.5033490318780279,0.5033490318780279,0.010938175217127404,1926
tool:codeql,CWE-269,,0.0,1.0,0.9995146351360884,0.0,1.0,,,,0.9995146351360884,0.5,0.5,0.000632828939766695,117
tool:codeql,CWE-285,0.04892598064075144,0.03176691729323308,0.999277323255557,0.9988624706045091,0.0007226767444430812,0.968233082706767,0.03842640682533399,0.034119877256053074,0.038467380763255066,0.998141506580645,0.515522120274395,0.5155221202743949,0.002779575742748009,283
tool:codeql,CWE-287,1.0,0.003125,1.0,0.9986807989798443,0.0,0.996875,0.03076923076923077,0.019455252918287938,0.12491829428743362,0.9986808044016172,0.5015625,0.5015625,0.00457491181416798,319
tool:codeql,CWE-311,0.0,0.0,0.9999958506224067,0.9998299140757452,4.149377593360996e-06,1.0,,,-5.867680007057548e-05,0.9998257660752099,0.49999792531120335,0.49999792531120335,0.00016470027550509906,41
tool:codeql,CWE-369,0.0,0.0,0.9999916945246154,0.9988633248640669,8.30547538464733e-06,1.0,,,-0.00021765167455566674,0.9988550383263822,0.4999958472623077,0.4999958472623077,0.0009671729465448042,274
