language,fraction,repeat,n_samples,families_kept,gt_kept,n_strategies,baseline_strategy,traditional_f1,or_f1,fusion_f1_mean,fusion_f1_max,best_fusion_strategy,bks_f1,best_fusion_minus_traditional
python,0.1,0,1069,17,773,151,traditional_2_of_5,0.24912893361497063,0.3195172526419551,0.25562819246642715,0.3513939567740727,bks_tau_0_2,0.3513939567740727,0.10226502315910208
python,0.1,1,1069,16,805,151,traditional_2_of_5,0.22269433675494685,0.2934989624340901,0.2173536431296626,0.3883265993265993,naive_bayes_tau_0_9,0.2840048833451919,0.16563226257165245
python,0.1,2,1069,16,772,151,traditional_2_of_5,0.26998075431396823,0.3228533766602425,0.24428500839803394,0.3466959621401162,naive_bayes_tau_0_2,0.34068211476015176,0.07671520782614799
python,0.25,0,2673,18,1904,151,traditional_2_of_5,0.23754617320418814,0.29630875771013143,0.19429526228290642,0.34146423837969675,bks_tau_0_2,0.34146423837969675,0.10391806517550861
python,0.25,1,2673,20,2240,151,traditional_2_of_5,0.19103482120344667,0.2655851381620454,0.16689255796252964,0.3468697963617872,naive_bayes_tau_0_9,0.29851249625749704,0.15583497515834055
python,0.25,2,2673,19,2066,151,traditional_2_of_5,0.21584639858331478,0.2771296498590041,0.17587043346809678,0.31117878223309725,naive_bayes_tau_0_2,0.30641881448462266,0.09533238364978247
python,0.5,0,5346,19,4189,151,traditional_2_of_5,0.19628037800468537,0.2664994221974049,0.161343258152488,0.29340573979387424,naive_bayes_tau_0_2,0.286840936756125,0.09712536178918887
python,0.5,1,5346,20,4417,151,traditional_2_of_5,0.1852534747893601,0.25854118885181643,0.1538099759834394,0.3063942259976896,naive_bayes_tau_0_2,0.3006674610322644,0.12114075120832951
python,0.5,2,5346,20,4140,151,traditional_2_of_5,0.1953576836186242,0.26246405153119207,0.15850892521000742,0.2854517508076296,naive_bayes_tau_0_2,0.26946042448667,0.09009406718900537
python,0.75,0,8019,21,6308,151,traditional_2_of_5,0.1863823205986137,0.26001325647237666,0.15611838168098524,0.2951492977611346,naive_bayes_tau_0_2,0.28731795632883195,0.10876697716252087
python,0.75,1,8019,22,6638,151,traditional_2_of_5,0.18649934781780292,0.26314546024653157,0.1568978228206787,0.3020228520660035,naive_bayes_tau_0_2,0.29304984598662853,0.11552350424820057
python,0.75,2,8019,22,6556,151,traditional_2_of_5,0.17737214275161223,0.2578204635089308,0.15056401084540944,0.2877721238266756,naive_bayes_tau_0_2,0.26409996503136096,0.11039998107506338
python,1.0,0,10692,23,8790,151,traditional_2_of_5,0.18128810761806946,0.25965421103358677,0.15380193354580612,0.2948102639797292,naive_bayes_tau_0_2,0.2735224099203669,0.11352215636165974
