fold,tool,family,tp,fp,tn,fn,ppv,npv,fpr,fnr,sensitivity,specificity,positive_support,supported
0,codeql,CWE-20,10,1221,5506,262,0.008123476848090982,0.9545769764216366,0.18150735840642188,0.9632352941176471,0.03676470588235294,0.8184926415935782,272,True
0,codeql,CWE-74,541,847,5011,600,0.38976945244956773,0.893067189449296,0.14458859679071356,0.5258545135845749,0.4741454864154251,0.8554114032092864,1141,True
0,codeql,CWE-190,4,6,6881,108,0.4,0.9845471455143797,0.0008712066211703209,0.9642857142857143,0.03571428571428571,0.9991287933788296,112,True
0,codeql,CWE-285,1,24,6742,232,0.04,0.9667335818755377,0.0035471475022169673,0.9957081545064378,0.004291845493562232,0.996452852497783,233,True
0,codeql,CWE-287,34,51,6450,464,0.4,0.9328897888342493,0.007844946931241348,0.9317269076305221,0.06827309236947791,0.9921550530687586,498,True
0,codeql,CWE-311,63,125,6565,246,0.3351063829787234,0.9638819556599618,0.01868460388639761,0.7961165048543689,0.20388349514563106,0.9813153961136024,309,True
0,codeql,CWE-327,188,74,6645,92,0.7175572519083969,0.986344070060858,0.011013543682095549,0.32857142857142857,0.6714285714285714,0.9889864563179045,280,True
0,codeql,CWE-330,178,1,6798,22,0.994413407821229,0.9967741935483871,0.00014708045300779526,0.11,0.89,0.9998529195469922,200,True
0,codeql,CWE-345,25,23,6552,399,0.5208333333333334,0.9425981873111783,0.0034980988593155894,0.9410377358490566,0.0589622641509434,0.9965019011406844,424,True
0,codeql,CWE-400,1,3,6794,201,0.25,0.971265189421015,0.00044137119317345886,0.995049504950495,0.0049504950495049506,0.9995586288068266,202,True
0,codeql,CWE-610,7,3,6782,207,0.7,0.9703820289025612,0.0004421518054532056,0.9672897196261683,0.03271028037383177,0.9995578481945468,214,True
0,codeql,CWE-668,13,463,5659,864,0.0273109243697479,0.8675456078491491,0.07562887945115976,0.9851767388825542,0.014823261117445839,0.9243711205488403,877,True
0,codeql,CWE-706,10,17,6744,228,0.37037037037037035,0.9672977624784854,0.0025144209436473892,0.957983193277311,0.04201680672268908,0.9974855790563526,238,True
0,codeql,CWE-913,1,1,6912,85,0.5,0.9878519365442332,0.00014465499783017504,0.9883720930232558,0.011627906976744186,0.9998553450021698,86,True
0,codeql,CWE-923,0,1,6733,265,0.0,0.9621320377250643,0.0001485001485001485,1.0,0.0,0.9998514998514999,265,True
0,joern,CWE-20,0,0,6727,272,,0.9611373053293327,0.0,1.0,0.0,1.0,272,False
0,joern,CWE-74,0,0,5858,1141,,0.8369767109587084,0.0,1.0,0.0,1.0,1141,False
0,joern,CWE-190,0,0,6887,112,,0.983997713959137,0.0,1.0,0.0,1.0,112,False
0,joern,CWE-285,0,0,6766,233,,0.9667095299328475,0.0,1.0,0.0,1.0,233,False
0,joern,CWE-287,0,0,6501,498,,0.9288469781397343,0.0,1.0,0.0,1.0,498,False
0,joern,CWE-311,0,0,6690,309,,0.9558508358336906,0.0,1.0,0.0,1.0,309,False
0,joern,CWE-327,19,4,6715,261,0.8260869565217391,0.9625860091743119,0.0005953266855186784,0.9321428571428572,0.06785714285714285,0.9994046733144814,280,True
0,joern,CWE-330,0,0,6799,200,,0.9714244892127447,0.0,1.0,0.0,1.0,200,False
0,joern,CWE-345,0,0,6575,424,,0.9394199171310187,0.0,1.0,0.0,1.0,424,False
0,joern,CWE-400,0,0,6797,202,,0.9711387341048722,0.0,1.0,0.0,1.0,202,False
0,joern,CWE-610,0,0,6785,214,,0.9694242034576368,0.0,1.0,0.0,1.0,214,False
0,joern,CWE-668,0,0,6122,877,,0.8746963851978854,0.0,1.0,0.0,1.0,877,False
0,joern,CWE-706,0,0,6761,238,,0.9659951421631662,0.0,1.0,0.0,1.0,238,False
0,joern,CWE-913,0,0,6913,86,,0.9877125303614802,0.0,1.0,0.0,1.0,86,False
0,joern,CWE-923,0,0,6734,265,,0.9621374482068867,0.0,1.0,0.0,1.0,265,False
0,semgrep,CWE-20,0,0,6727,272,,0.9611373053293327,0.0,1.0,0.0,1.0,272,False
0,semgrep,CWE-74,657,537,5321,484,0.550251256281407,0.9166236003445306,0.09166951177876409,0.42418930762489043,0.5758106923751095,0.908330488221236,1141,True
0,semgrep,CWE-190,0,0,6887,112,,0.983997713959137,0.0,1.0,0.0,1.0,112,False
0,semgrep,CWE-285,1,66,6700,232,0.014925373134328358,0.966532025389498,0.00975465563109666,0.9957081545064378,0.004291845493562232,0.9902453443689033,233,True
0,semgrep,CWE-287,5,1,6500,493,0.8333333333333334,0.9295009295009296,0.00015382248884786957,0.9899598393574297,0.010040160642570281,0.9998461775111521,498,True
0,semgrep,CWE-311,144,226,6464,165,0.3891891891891892,0.9751093679287977,0.03378176382660687,0.5339805825242718,0.46601941747572817,0.9662182361733931,309,True
0,semgrep,CWE-327,99,31,6688,181,0.7615384615384615,0.9736497306740428,0.004613781812769758,0.6464285714285715,0.3535714285714286,0.9953862181872303,280,True
0,semgrep,CWE-330,178,11,6788,22,0.9417989417989417,0.996769456681351,0.001617884983085748,0.11,0.89,0.9983821150169142,200,True
0,semgrep,CWE-345,0,10,6565,424,0.0,0.9393332379453427,0.001520912547528517,1.0,0.0,0.9984790874524715,424,True
0,semgrep,CWE-400,0,0,6797,202,,0.9711387341048722,0.0,1.0,0.0,1.0,202,False
0,semgrep,CWE-610,76,38,6747,138,0.6666666666666666,0.9799564270152505,0.005600589535740604,0.6448598130841121,0.35514018691588783,0.9943994104642594,214,True
0,semgrep,CWE-668,0,1,6121,877,0.0,0.8746784795655902,0.0001633453119895459,1.0,0.0,0.9998366546880104,877,True
0,semgrep,CWE-706,94,114,6647,144,0.4519230769230769,0.9787954645854808,0.01686141103387073,0.6050420168067226,0.3949579831932773,0.9831385889661293,238,True
0,semgrep,CWE-913,20,42,6871,66,0.3225806451612903,0.9904858007784345,0.006075509908867351,0.7674418604651163,0.23255813953488372,0.9939244900911326,86,True
0,semgrep,CWE-923,0,0,6734,265,,0.9621374482068867,0.0,1.0,0.0,1.0,265,False
1,codeql,CWE-20,12,1248,5478,260,0.009523809523809525,0.9546880446148484,0.1855486173059768,0.9558823529411765,0.04411764705882353,0.8144513826940232,272,True
1,codeql,CWE-74,555,849,5008,586,0.3952991452991453,0.895244905255631,0.14495475499402424,0.5135845749342682,0.4864154250657318,0.8550452450059758,1141,True
1,codeql,CWE-190,2,3,6883,110,0.4,0.9842699842699842,0.00043566656985187334,0.9821428571428571,0.017857142857142856,0.9995643334301482,112,True
1,codeql,CWE-285,1,23,6742,232,0.041666666666666664,0.9667335818755377,0.003399852180339985,0.9957081545064378,0.004291845493562232,0.99660014781966,233,True
1,codeql,CWE-287,38,55,6445,460,0.40860215053763443,0.9333816075307748,0.008461538461538461,0.9236947791164659,0.07630522088353414,0.9915384615384616,498,True
1,codeql,CWE-311,64,114,6576,244,0.3595505617977528,0.9642228739002933,0.017040358744394617,0.7922077922077922,0.2077922077922078,0.9829596412556054,308,True
1,codeql,CWE-327,190,57,6661,90,0.7692307692307693,0.9866686416827136,0.00848466805596904,0.32142857142857145,0.6785714285714286,0.991515331944031,280,True
1,codeql,CWE-330,175,0,6798,25,1.0,0.9963359226146856,0.0,0.125,0.875,1.0,200,True
1,codeql,CWE-345,25,18,6556,399,0.5813953488372093,0.9426312005751258,0.0027380590203833284,0.9410377358490566,0.0589622641509434,0.9972619409796166,424,True
1,codeql,CWE-400,1,3,6794,200,0.25,0.9714040606233915,0.00044137119317345886,0.9950248756218906,0.004975124378109453,0.9995586288068266,201,True
1,codeql,CWE-610,6,6,6779,207,0.5,0.9703693100486688,0.0008843036109064112,0.971830985915493,0.028169014084507043,0.9991156963890936,213,True
1,codeql,CWE-668,16,469,5652,861,0.032989690721649485,0.8678028558268079,0.07662146708054239,0.9817559863169898,0.018244013683010263,0.9233785329194576,877,True
