strategy,base_strategy,tau,tp,fp,tn,fn,support,positive_support,negative_support,precision,recall,specificity,npv,fpr,fnr,accuracy,balanced_accuracy,f1,f2,mcc,roc_auc,pr_auc,cwe_attribution_acc
weighted_fire_specificity_silence_sensitivity_tau_0_1,weighted_fire_specificity_silence_sensitivity,0.1,808.0,332.0,369.6,628.8,2138.4,1436.8,701.6,0.7089011343606193,0.5625077414207577,0.5268124854978158,0.37028691959112026,0.4731875145021841,0.43749225857924234,0.5507127482318558,0.5446601134592868,0.6270496019360714,0.5866234835411409,0.0841009799711051,0.5336533483396225,0.6501699267273356,0.512924558626547
weighted_fire_specificity_silence_sensitivity_tau_0_2,weighted_fire_specificity_silence_sensitivity,0.2,808.0,332.0,369.6,628.8,2138.4,1436.8,701.6,0.7089011343606193,0.5625077414207577,0.5268124854978158,0.37028691959112026,0.4731875145021841,0.43749225857924234,0.5507127482318558,0.5446601134592868,0.6270496019360714,0.5866234835411409,0.0841009799711051,0.5336533483396225,0.6501699267273356,0.512924558626547
weighted_fire_specificity_silence_sensitivity_tau_0_3,weighted_fire_specificity_silence_sensitivity,0.3,808.0,332.0,369.6,628.8,2138.4,1436.8,701.6,0.7089011343606193,0.5625077414207577,0.5268124854978158,0.37028691959112026,0.4731875145021841,0.43749225857924234,0.5507127482318558,0.5446601134592868,0.6270496019360714,0.5866234835411409,0.0841009799711051,0.5336533483396225,0.6501699267273356,0.512924558626547
weighted_fire_specificity_silence_sensitivity_tau_0_4,weighted_fire_specificity_silence_sensitivity,0.4,808.0,332.0,369.6,628.8,2138.4,1436.8,701.6,0.7089011343606193,0.5625077414207577,0.5268124854978158,0.37028691959112026,0.4731875145021841,0.43749225857924234,0.5507127482318558,0.5446601134592868,0.6270496019360714,0.5866234835411409,0.0841009799711051,0.5336533483396225,0.6501699267273356,0.512924558626547
weighted_fire_specificity_silence_sensitivity_tau_0_5,weighted_fire_specificity_silence_sensitivity,0.5,803.2,332.0,369.6,633.6,2138.4,1436.8,701.6,0.7076681933825418,0.5591649661983858,0.5268124854978158,0.3685085617252125,0.4731875145021841,0.4408350338016141,0.5484672986965184,0.5429887258481009,0.6244904144019302,0.5835463527165399,0.08092823968016123,0.5336533483396225,0.6501699267273356,0.5144935522993458
weighted_fire_specificity_silence_sensitivity_tau_0_6,weighted_fire_specificity_silence_sensitivity,0.6,800.4,331.0,370.6,636.4,2138.4,1436.8,701.6,0.70756806844262,0.5572287497430523,0.5282365920551811,0.3681357914110273,0.47176340794481886,0.4427712502569478,0.5476343606585335,0.5427326708991167,0.6232352205004517,0.5818413968635356,0.08043607379756834,0.5336533483396225,0.6501699267273356,0.50450446768982
weighted_fire_specificity_silence_sensitivity_tau_0_7,weighted_fire_specificity_silence_sensitivity,0.7,739.2,317.4,384.2,697.6,2138.4,1436.8,701.6,0.6997312621112404,0.514668190267792,0.5476051284046805,0.35526692210816446,0.45239487159531955,0.4853318097322079,0.5253968287949864,0.5311366593362362,0.5928843029334097,0.5433080139047782,0.05852271608539748,0.5336533483396225,0.6501699267273356,0.47843718946565283
weighted_fire_specificity_silence_sensitivity_tau_0_8,weighted_fire_specificity_silence_sensitivity,0.8,666.8,300.2,401.4,770.0,2138.4,1436.8,701.6,0.6897435276636894,0.4642110581281367,0.5721416450845342,0.3426764021413801,0.4278583549154658,0.5357889418718633,0.4995608288312616,0.5181763516063355,0.5547710515081865,0.49661694752842217,0.034329980051095735,0.5336533483396225,0.6501699267273356,0.4401750694291561
weighted_fire_specificity_silence_sensitivity_tau_0_9,weighted_fire_specificity_silence_sensitivity,0.9,641.6,295.6,406.0,795.2,2138.4,1436.8,701.6,0.6848025445715373,0.4467160268472411,0.5786911787807645,0.33802090253445544,0.4213088212192355,0.5532839731527589,0.48993799639305424,0.5127036028140027,0.5405184629754757,0.48001426242396195,0.024080643797954975,0.5336533483396225,0.6501699267273356,0.4207258891402323
dst_dempster_fire_specificity_silence_sensitivity_tau_0_1,dst_dempster_fire_specificity_silence_sensitivity,0.1,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718688374557235,1.0,0.0,,1.0,0.0,0.6718688374557235,0.5,0.803728664508632,0.9110098011317669,,0.5869864650890613,0.742436461549525,0.9036878098009684
dst_dempster_fire_specificity_silence_sensitivity_tau_0_2,dst_dempster_fire_specificity_silence_sensitivity,0.2,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718688374557235,1.0,0.0,,1.0,0.0,0.6718688374557235,0.5,0.803728664508632,0.9110098011317669,,0.5869864650890613,0.742436461549525,0.7897035603618253
dst_dempster_fire_specificity_silence_sensitivity_tau_0_3,dst_dempster_fire_specificity_silence_sensitivity,0.3,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718688374557235,1.0,0.0,,1.0,0.0,0.6718688374557235,0.5,0.803728664508632,0.9110098011317669,,0.5869864650890613,0.742436461549525,0.7778673037691373
dst_dempster_fire_specificity_silence_sensitivity_tau_0_4,dst_dempster_fire_specificity_silence_sensitivity,0.4,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718688374557235,1.0,0.0,,1.0,0.0,0.6718688374557235,0.5,0.803728664508632,0.9110098011317669,,0.5869864650890613,0.742436461549525,0.587494013961197
dst_dempster_fire_specificity_silence_sensitivity_tau_0_5,dst_dempster_fire_specificity_silence_sensitivity,0.5,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718688374557235,1.0,0.0,,1.0,0.0,0.6718688374557235,0.5,0.803728664508632,0.9110098011317669,,0.5869864650890613,0.742436461549525,0.3198315136112618
dst_dempster_fire_specificity_silence_sensitivity_tau_0_6,dst_dempster_fire_specificity_silence_sensitivity,0.6,808.0,332.0,369.6,628.8,2138.4,1436.8,701.6,0.7089011343606193,0.5625077414207577,0.5268124854978158,0.37028691959112026,0.4731875145021841,0.43749225857924234,0.5507127482318558,0.5446601134592868,0.6270496019360714,0.5866234835411409,0.0841009799711051,0.5869864650890613,0.742436461549525,0.512924558626547
dst_dempster_fire_specificity_silence_sensitivity_tau_0_7,dst_dempster_fire_specificity_silence_sensitivity,0.7,808.0,332.0,369.6,628.8,2138.4,1436.8,701.6,0.7089011343606193,0.5625077414207577,0.5268124854978158,0.37028691959112026,0.4731875145021841,0.43749225857924234,0.5507127482318558,0.5446601134592868,0.6270496019360714,0.5866234835411409,0.0841009799711051,0.5869864650890613,0.742436461549525,0.512924558626547
