fold,tool,family,tp,fp,tn,fn,ppv,npv,fpr,fnr,sensitivity,specificity,positive_support,supported
0,codeql,CWE-20,13,214,44648,1528,0.05726872246696035,0.9669092169092169,0.004770184120190807,0.9915639195327709,0.008436080467229072,0.9952298158798092,1541,True
0,codeql,CWE-74,0,0,45653,750,,0.9838372519018167,0.0,1.0,0.0,1.0,750,False
0,codeql,CWE-118,77,133,37802,8391,0.36666666666666664,0.8183491005130648,0.00350599710030315,0.9909069437883797,0.009093056211620217,0.9964940028996968,8468,True
0,codeql,CWE-190,2,99,45179,1123,0.019801980198019802,0.9757461880696299,0.0021864923362339326,0.9982222222222222,0.0017777777777777779,0.9978135076637661,1125,True
0,codeql,CWE-191,0,43,46226,134,0.0,0.9971095772217429,0.0009293479435475156,1.0,0.0,0.9990706520564525,134,True
0,codeql,CWE-269,0,0,46310,93,,0.9979958192358253,0.0,1.0,0.0,1.0,93,False
0,codeql,CWE-285,6,146,46031,220,0.039473684210526314,0.9952433460898142,0.0031617471901596032,0.9734513274336283,0.02654867256637168,0.9968382528098404,226,True
0,codeql,CWE-287,1,0,46147,255,1.0,0.9945045472177924,0.0,0.99609375,0.00390625,1.0,256,True
0,codeql,CWE-369,0,2,46181,220,0.0,0.9952587228723518,4.330597839031678e-05,1.0,0.0,0.9999566940216097,220,True
0,codeql,CWE-400,0,15,45925,463,0.0,0.9900189704233854,0.000326512842838485,1.0,0.0,0.9996734871571615,463,True
0,codeql,CWE-404,1,77,45344,981,0.01282051282051282,0.9788235294117648,0.0016952510953083377,0.9989816700610998,0.0010183299389002036,0.9983047489046917,982,True
0,codeql,CWE-476,0,0,45056,1347,,0.9709717044156628,0.0,1.0,0.0,1.0,1347,False
0,codeql,CWE-662,2,53,45714,634,0.03636363636363636,0.9863208768447398,0.0011580396355452618,0.9968553459119497,0.0031446540880503146,0.9988419603644547,636,True
0,codeql,CWE-665,2,80,46210,111,0.024390243902439025,0.9976036786770579,0.0017282350399654353,0.9823008849557522,0.017699115044247787,0.9982717649600346,113,True
0,codeql,CWE-668,1,15,45297,1090,0.0625,0.9765020372087008,0.0003310381355932203,0.999083409715857,0.0009165902841429881,0.9996689618644068,1091,True
0,codeql,CWE-704,0,77,45974,352,0.0,0.9924016750852653,0.00167205923867017,1.0,0.0,0.9983279407613298,352,True
0,codeql,CWE-705,0,0,46192,211,,0.9954528802017111,0.0,1.0,0.0,1.0,211,False
0,codeql,CWE-706,0,3,45754,646,0.0,0.9860775862068966,6.556373888148262e-05,1.0,0.0,0.9999344362611186,646,True
