strategy,family,precision,recall,specificity,npv,fpr,fnr,f1,f2,mcc,accuracy,balanced_accuracy,roc_auc,pr_auc,positive_support
tool:bandit,CWE-116,,0.0,1.0,0.9930783261545264,0.0,1.0,,,,0.9930783261545264,0.5,0.5,0.005449090862706516,74
tool:bandit,CWE-20,0.14483246386708018,0.08260869565217391,0.9780247382385149,0.9595341369896879,0.02197526176148521,0.9173913043478261,0.10485121165609393,0.090233520746229,0.0794087445937448,0.9394972004929668,0.5303167169453443,0.5303167169453443,0.043051825905299726,460
tool:bandit,CWE-285,0.5319658119658119,0.06290262865605331,0.9987430026214839,0.9678075539232964,0.0012569973785162669,0.9370973713439467,0.13927192963095036,0.09518998602109542,0.17378440259851338,0.9666990603977836,0.5308228156387684,0.5308228156387684,0.08394480844480365,366
tool:bandit,CWE-287,0.41299374147452916,0.2621827411167513,0.9621054239781776,0.9278729595858639,0.03789457602182246,0.7378172588832488,0.320466391562961,0.2827163010702347,0.2763902960006047,0.897685093296853,0.6121440825474644,0.6121440825474644,0.1610309030325167,984
tool:bandit,CWE-311,0.4444444444444444,0.005095748133722817,0.9997075910396621,0.9635056387699628,0.0002924089603380093,0.9949042518662772,0.024853349799320777,0.01582421104289563,0.0552719305001074,0.9632411040002472,0.5024016695866924,0.5024016695866924,0.026294133345990445,392
tool:bandit,CWE-326,1.0,0.038181818181818185,1.0,0.9953240821900057,0.0,0.9618181818181817,0.17424242424242425,0.11653116531165313,0.3081804871055309,0.9953249199978466,0.5190909090909092,0.5190909090909092,0.04441169734210647,52
tool:bandit,CWE-327,0.45315762668703846,0.7051136363636363,0.9866978064868158,0.9954018580075216,0.013302193513184127,0.2948863636363636,0.550799267772186,0.6336505334582785,0.5565936540417259,0.9824118454535066,0.8459057214252261,0.8459057214252261,0.33591095677381155,163
tool:bandit,CWE-330,0.37650877906055946,0.6533333333333333,0.9845315701952837,0.9950153886741744,0.0154684298047163,0.3466666666666666,0.47727346182327174,0.5690983094165274,0.48657780968350445,0.979885530599957,0.8189324517643085,0.8189324517643085,0.29905700572410227,150
tool:bandit,CWE-345,,0.0,1.0,0.9394842635758358,0.0,1.0,,,,0.9394842635758358,0.5,0.5,0.040651057237678326,647
tool:bandit,CWE-400,0.04865556654069368,0.06146632566069906,0.9618320892877004,0.9686616185729129,0.038167910712299725,0.938533674339301,0.054167231169733696,0.05827382307733905,0.020073205740038763,0.9329337651081728,0.5116492074741996,0.5116492074741996,0.04302581134148988,343
tool:bandit,CWE-573,0.15227869352869353,0.2341666666666667,0.9906766398465685,0.9945199468836308,0.009323360153431446,0.7658333333333334,0.18336741272911486,0.21024402328750152,0.18108949810947655,0.985322144537635,0.6124216532566177,0.6124216532566177,0.05990870569908502,76
tool:bandit,CWE-610,,0.0,1.0,0.9553846366873966,0.0,1.0,,,,0.9553846366873966,0.5,0.5,0.04341488423495448,477
tool:bandit,CWE-668,0.5223072569761873,0.0465359911406423,0.9928205720881328,0.8641501459912245,0.007179427911867153,0.9534640088593577,0.08527411605436974,0.056868106662248216,0.12285170109234962,0.8597080890915777,0.5196782816143876,0.5196782816143876,0.11680800818423101,1504
tool:bandit,CWE-669,,0.0,1.0,0.9768049485721239,0.0,1.0,,,,0.9768049485721239,0.5,0.5,0.014167859129911095,248
tool:bandit,CWE-706,0.32904761904761903,0.023762376237623763,0.9978434716589767,0.9537443278312965,0.002156528341023368,0.9762376237623762,0.05488070722250051,0.03637306492808496,0.07682285547421067,0.9518357236069533,0.5108029239483003,0.5108029239483003,0.07160960979360258,505
tool:bandit,CWE-74,0.3808408463612441,0.3942821606254442,0.8802203767575477,0.8863667511688446,0.11977962324245225,0.6057178393745557,0.387173676424249,0.39134126644563166,0.27076784238199003,0.803897743871941,0.637251268691496,0.637251268691496,0.349033019456348,1679
tool:bandit,CWE-834,,0.0,1.0,0.9942002534009126,0.0,1.0,,,,0.9942002534009126,0.5,0.5,0.005309605843214981,62
tool:bandit,CWE-913,0.4711998132586368,0.13170731707317074,0.9970414719685291,0.9832666002553768,0.0029585280314710144,0.8682926829268294,0.20262147743109785,0.1529933050187507,0.23916330261912527,0.980454733552752,0.5643743945208499,0.5643743945208499,0.08418668316658331,205
tool:bandit,CWE-923,,0.0,1.0,0.9676384425071106,0.0,1.0,,,,0.9676384425071106,0.5,0.5,0.01909227042552898,346
tool:codeql,CWE-116,0.07106227106227106,0.21428571428571427,0.981353394723002,0.9944612320002232,0.018646605276997946,0.7857142857142857,0.13315745008818866,0.19041629809818666,0.11308256497062723,0.9760528747251189,0.5978195545043581,0.5978195545043581,0.032139353973473166,74
tool:codeql,CWE-20,0.035192839065946634,0.12826086956521737,0.84148749346488,0.9554973306544066,0.15851250653511992,0.8717391304347826,0.055210907757511404,0.08384519276688229,-0.016778987998236093,0.8108032889354672,0.4848741815150487,0.4848741815150487,0.03237965466093927,460
tool:codeql,CWE-285,0.4179271708683473,0.06838208071084784,0.9968077180337446,0.9679306212225672,0.003192281966255548,0.9316179192891522,0.11617783258056832,0.08182512750580491,0.1566008202273177,0.9650193659390277,0.5325948993722961,0.5325948993722962,0.07427951724236775,366
tool:codeql,CWE-287,0.44950940595809163,0.07314306433233192,0.9912480201848307,0.9134328080074468,0.008751979815169272,0.926856935667668,0.12556611835935824,0.08780079876723959,0.15257091722544752,0.90675376981522,0.5321955422585813,0.5321955422585813,0.09698454099546885,984
