strategy,n_families,precision_macro,precision_median,precision_weighted,recall_macro,recall_median,recall_weighted,specificity_macro,specificity_median,specificity_weighted,npv_macro,npv_median,npv_weighted,fpr_macro,fpr_median,fpr_weighted,fnr_macro,fnr_median,fnr_weighted,f1_macro,f1_median,f1_weighted,f2_macro,f2_median,f2_weighted,mcc_macro,mcc_median,mcc_weighted,accuracy_macro,accuracy_median,accuracy_weighted,balanced_accuracy_macro,balanced_accuracy_median,balanced_accuracy_weighted,roc_auc_macro,roc_auc_median,roc_auc_weighted,pr_auc_macro,pr_auc_median,pr_auc_weighted
dst_dempster_fire_specificity_silence_sensitivity_tau_0_5,19,0.23052796771361134,0.24743727708215613,0.2822067920412712,0.27564636287130034,0.20434782608695654,0.28232006526565173,0.9079230360603592,0.9785568835006421,0.8945965263298619,0.9641301760806065,0.9677589104340367,0.9325864608484769,0.09207696393964071,0.021443116499357828,0.10540347367013808,0.7243536371286997,0.7956521739130434,0.7176799347343481,0.2035446491409928,0.1701743823552334,0.2426956003791964,0.22349967825810596,0.16785954103329534,0.25482844486795386,0.18488674657276047,0.15964095161846723,0.18691205915700485,0.8816025662492145,0.941270051199902,0.8478706709777178,0.5917846994658298,0.5650954630933367,0.5884582957977569,0.5926793374530039,0.5651485409377102,0.590629944659099,0.1174689389546078,0.07624154519240937,0.15871762709334877
dst_dempster_fire_specificity_silence_sensitivity_tau_0_6,19,0.22923935374539597,0.24743727708215613,0.28152092429903763,0.2230147839239319,0.16554824561403508,0.2539220348064739,0.9603325680124165,0.9787189657635997,0.9228747485396517,0.9647922104192199,0.9678793783609627,0.9338394491893809,0.03966743198758336,0.021281034236400275,0.0771252514603483,0.7769852160760681,0.8344517543859649,0.746077965193526,0.2128508988112157,0.18336741272911486,0.248709187369826,0.230403891805114,0.17445761202122304,0.2593594312831681,0.17406929324406917,0.15495184349405705,0.1810945571681923,0.9315756701592782,0.9634303466658034,0.8748342877902932,0.5916736759681743,0.5650954630933367,0.5883983916730628,0.5926793374530039,0.5651485409377102,0.590629944659099,0.1174689389546078,0.07624154519240937,0.15871762709334877
dst_dempster_fire_specificity_silence_sensitivity_tau_0_7,19,0.22923935374539597,0.24743727708215613,0.28152092429903763,0.2230147839239319,0.16554824561403508,0.2539220348064739,0.9603325680124165,0.9787189657635997,0.9228747485396517,0.9647922104192199,0.9678793783609627,0.9338394491893809,0.03966743198758336,0.021281034236400275,0.0771252514603483,0.7769852160760681,0.8344517543859649,0.746077965193526,0.2128508988112157,0.18336741272911486,0.248709187369826,0.230403891805114,0.17445761202122304,0.2593594312831681,0.17406929324406917,0.15495184349405705,0.1810945571681923,0.9315756701592782,0.9634303466658034,0.8748342877902932,0.5916736759681743,0.5650954630933367,0.5883983916730628,0.5926793374530039,0.5651485409377102,0.590629944659099,0.1174689389546078,0.07624154519240937,0.15871762709334877
dst_dempster_fire_specificity_silence_sensitivity_tau_0_8,19,0.22923935374539597,0.24743727708215613,0.28152092429903763,0.2230147839239319,0.16554824561403508,0.2539220348064739,0.9603325680124165,0.9787189657635997,0.9228747485396517,0.9647922104192199,0.9678793783609627,0.9338394491893809,0.03966743198758336,0.021281034236400275,0.0771252514603483,0.7769852160760681,0.8344517543859649,0.746077965193526,0.2128508988112157,0.18336741272911486,0.248709187369826,0.230403891805114,0.17445761202122304,0.2593594312831681,0.17406929324406917,0.15495184349405705,0.1810945571681923,0.9315756701592782,0.9634303466658034,0.8748342877902932,0.5916736759681743,0.5650954630933367,0.5883983916730628,0.5926793374530039,0.5651485409377102,0.590629944659099,0.1174689389546078,0.07624154519240937,0.15871762709334877
dst_dempster_fire_specificity_silence_sensitivity_tau_0_9,19,0.236970001892668,0.24743727708215613,0.2919372284269522,0.21454147208259175,0.16554824561403508,0.22941369134204778,0.9639305669644883,0.9806607245406515,0.9345015743905276,0.9640315037866815,0.9678793783609627,0.9311536051510455,0.03606943303551151,0.019339275459348555,0.06549842560947236,0.7854585279174082,0.8344517543859649,0.7705863086579521,0.21503684478323812,0.18336741272911486,0.2425013005896464,0.22698815370159445,0.17445761202122304,0.24181841824611694,0.1762031460404826,0.15495184349405705,0.1787267106303025,0.9336193856881173,0.9634303466658034,0.8809036817981153,0.5892360195235401,0.5650954630933367,0.5819576328662877,0.5926793374530039,0.5651485409377102,0.590629944659099,0.1174689389546078,0.07624154519240937,0.15871762709334877
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_1,19,0.05927938259566958,0.03423218962366128,0.08992972653086494,0.9759070972886763,1.0,0.9872648895342985,0.0618980769956356,0.0,0.026142029595268918,0.9816290835606376,0.9816290835606376,0.9764879922572685,0.9381019230043645,1.0,0.9738579704047309,0.024092902711323763,0.0,0.012735110465701329,0.10168369639193224,0.06619816649195417,0.15866684027460107,0.19218818821470074,0.1505460054048288,0.30059727195497576,0.479898279637348,0.479898279637348,0.479898279637348,0.1032105180437161,0.036663937731051324,0.1094278808020235,0.5189025871421559,0.5,0.5067034595647838,0.592897845497365,0.5651485409377102,0.5911494464863423,0.1189235520772027,0.07624154519240937,0.1607195215663487
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_2,19,0.08896136359476892,0.036663937731051324,0.13489187317329004,0.9293862242104582,1.0,0.8780230438071835,0.1582201106642846,0.0,0.20562450128139995,0.9631097260670908,0.9811724670643599,0.918557877008596,0.8417798893357155,1.0,0.7943754987186,0.0706137757895417,0.0,0.12197695619281651,0.1323191689401299,0.07073434019801549,0.19185823177325914,0.21627612275357644,0.15987237506664437,0.300578460185426,0.41519690208010296,0.479898279637348,0.3111664321491872,0.18711990528967942,0.04302453900775259,0.24683768959691274,0.5438031674373714,0.5,0.5418237725442917,0.592897845497365,0.5651485409377102,0.5911494464863423,0.1189235520772027,0.07624154519240937,0.1607195215663487
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_3,19,0.10095198396030117,0.04302453900775259,0.14023980244430206,0.895496622156543,1.0,0.8629079630789114,0.20972310453273946,0.0,0.22859532014291736,0.9679477877585854,0.987300034524563,0.9240994193958447,0.7902768954672607,1.0,0.7714046798570826,0.10450337784345698,0.0,0.13709203692108857,0.1456529366219804,0.08249944057784876,0.19780521735906098,0.22877648882287743,0.18353549124206975,0.3061537408266636,0.38131790513500496,0.37978959696852943,0.30822854814411543,0.23698555049938386,0.044615363312603434,0.2690782355824617,0.5526098633446412,0.5,0.5457516416109144,0.592897845497365,0.5651485409377102,0.5911494464863423,0.1189235520772027,0.07624154519240937,0.1607195215663487
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_4,19,0.1428772389663193,0.07176375528022694,0.20278081835041922,0.676906839507717,0.6610526315789473,0.5978014104330672,0.4663242788907321,0.4985853153222699,0.5544492125740885,0.963177038125875,0.9673295454545454,0.9251013379470595,0.533675721109268,0.5014146846777301,0.44555078742591153,0.32309316049228287,0.3389473684210526,0.40219858956693283,0.16864299992861556,0.0902060163884109,0.225400267929412,0.2254150261407364,0.15987237506664437,0.27389474707367917,0.21004216700448677,0.14736341739173853,0.21053682392925666,0.4681963363577004,0.4992345315254238,0.5355150221768483,0.5716155591992245,0.5248143858695912,0.5761253115035779,0.592897845497365,0.5651485409377102,0.5911494464863423,0.1189235520772027,0.07624154519240937,0.1607195215663487
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_5,19,0.23052796771361134,0.24743727708215613,0.2822067920412712,0.27564636287130034,0.20434782608695654,0.28232006526565173,0.9079230360603592,0.9785568835006421,0.8945965263298619,0.9641301760806065,0.9677589104340367,0.9325864608484769,0.09207696393964071,0.021443116499357828,0.10540347367013808,0.7243536371286997,0.7956521739130434,0.7176799347343481,0.2035446491409928,0.1701743823552334,0.2426956003791964,0.22349967825810596,0.16785954103329534,0.25482844486795386,0.18488674657276047,0.15964095161846723,0.18691205915700485,0.8816025662492145,0.941270051199902,0.8478706709777178,0.5917846994658298,0.5650954630933367,0.5884582957977569,0.592897845497365,0.5651485409377102,0.5911494464863423,0.1189235520772027,0.07624154519240937,0.1607195215663487
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_6,19,0.2345997358029317,0.24743727708215613,0.2833961312808916,0.2210610359175523,0.16554824561403508,0.25322917352446805,0.9607923199362586,0.9806607245406515,0.923037791217785,0.9647640259206147,0.9678793783609627,0.9338294540683251,0.039207680063741375,0.019339275459348555,0.07696220878221496,0.7789389640824477,0.8344517543859649,0.746770826475532,0.21723237663145925,0.18336741272911486,0.2502009031874811,0.23216048393687716,0.17445761202122304,0.2599574797900013,0.17716033795700115,0.15495184349405705,0.182175888417476,0.9319989638412386,0.9634303466658034,0.8749844012144351,0.5909266779269056,0.5650954630933367,0.5881334823711265,0.592897845497365,0.5651485409377102,0.5911494464863423,0.1189235520772027,0.07624154519240937,0.1607195215663487
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_7,19,0.23608736067015285,0.24743727708215613,0.2839165427939984,0.2210610359175523,0.16554824561403508,0.25322917352446805,0.9608773181256085,0.9806607245406515,0.923067934283446,0.9647644162704049,0.9678793783609627,0.9338295924987957,0.03912268187439143,0.019339275459348555,0.07693206571655403,0.7789389640824477,0.8344517543859649,0.746770826475532,0.21845504166265434,0.18336741272911486,0.2506171711321232,0.2328365169818125,0.17445761202122304,0.26018764167321984,0.1781472860672451,0.15495184349405705,0.18252114962594815,0.9320826662156957,0.9634303466658034,0.8750140847428554,0.5909691770215805,0.5650954630933367,0.588148553903957,0.592897845497365,0.5651485409377102,0.5911494464863423,0.1189235520772027,0.07624154519240937,0.1607195215663487
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_8,19,0.23610292247197076,0.24743727708215613,0.28786960163778125,0.2137555605602309,0.16554824561403508,0.24784758370202853,0.9619290317887526,0.9806607245406515,0.926678363837399,0.9646265330056313,0.9678793783609627,0.9336555943435902,0.03807096821124741,0.019339275459348555,0.07332163616260107,0.7862444394397691,0.8344517543859649,0.7521524162979714,0.21559516102421925,0.18336741272911486,0.2508889924001844,0.22722959305446494,0.17445761202122304,0.2571980804310029,0.17527530930147578,0.15495184349405705,0.18379503060785224,0.9327472339568054,0.9634303466658034,0.8775390700865736,0.5878422961744918,0.5650954630933367,0.5872629737697137,0.592897845497365,0.5651485409377102,0.5911494464863423,0.1189235520772027,0.07624154519240937,0.1607195215663487
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_9,19,0.2401760790441418,0.24681161750127267,0.3009509345930723,0.20413124940590133,0.16554824561403508,0.21670317185546142,0.96560979892187,0.9806607245406515,0.9399439637752101,0.9636573534543179,0.9678793783609627,0.9301793734644302,0.03439020107812992,0.019339275459348555,0.060056036224789826,0.7958687505940986,0.8344517543859649,0.7832968281445385,0.21179282898536844,0.18336741272911486,0.23806091338082583,0.21922540946031424,0.17445761202122304,0.23162892961875836,0.17355295158345074,0.15495184349405705,0.17844024453459545,0.9345189881710474,0.9634303466658034,0.8838986600538427,0.5848705241638857,0.5650954630933367,0.5783235678153359,0.592897845497365,0.5651485409377102,0.5911494464863423,0.1189235520772027,0.07624154519240937,0.1607195215663487
dst_yager_fire_specificity_silence_sensitivity_tau_0_1,19,0.05927938259566958,0.03423218962366128,0.08992972653086494,0.9759070972886763,1.0,0.9872648895342985,0.0618980769956356,0.0,0.026142029595268918,0.9816290835606376,0.9816290835606376,0.9764879922572685,0.9381019230043645,1.0,0.9738579704047309,0.024092902711323763,0.0,0.012735110465701329,0.10168369639193224,0.06619816649195417,0.15866684027460107,0.19218818821470074,0.1505460054048288,0.30059727195497576,0.479898279637348,0.479898279637348,0.479898279637348,0.1032105180437161,0.036663937731051324,0.1094278808020235,0.5189025871421559,0.5,0.5067034595647838,0.5927851130760282,0.5651485409377102,0.5908503868908115,0.11835178491401015,0.07624154519240937,0.15958335322093697
dst_yager_fire_specificity_silence_sensitivity_tau_0_2,19,0.08896136359476892,0.036663937731051324,0.13489187317329004,0.9293862242104582,1.0,0.8780230438071835,0.1582201106642846,0.0,0.20562450128139995,0.9631097260670908,0.9811724670643599,0.918557877008596,0.8417798893357155,1.0,0.7943754987186,0.0706137757895417,0.0,0.12197695619281651,0.1323191689401299,0.07073434019801549,0.19185823177325914,0.21627612275357644,0.15987237506664437,0.300578460185426,0.41519690208010296,0.479898279637348,0.3111664321491872,0.18711990528967942,0.04302453900775259,0.24683768959691274,0.5438031674373714,0.5,0.5418237725442917,0.5927851130760282,0.5651485409377102,0.5908503868908115,0.11835178491401015,0.07624154519240937,0.15958335322093697
dst_yager_fire_specificity_silence_sensitivity_tau_0_3,19,0.10095198396030117,0.04302453900775259,0.14023980244430206,0.895496622156543,1.0,0.8629079630789114,0.20972310453273946,0.0,0.22859532014291736,0.9679477877585854,0.987300034524563,0.9240994193958447,0.7902768954672607,1.0,0.7714046798570826,0.10450337784345698,0.0,0.13709203692108857,0.1456529366219804,0.08249944057784876,0.19780521735906098,0.22877648882287743,0.18353549124206975,0.3061537408266636,0.38131790513500496,0.37978959696852943,0.30822854814411543,0.23698555049938386,0.044615363312603434,0.2690782355824617,0.5526098633446412,0.5,0.5457516416109144,0.5927851130760282,0.5651485409377102,0.5908503868908115,0.11835178491401015,0.07624154519240937,0.15958335322093697
dst_yager_fire_specificity_silence_sensitivity_tau_0_4,19,0.1428772389663193,0.07176375528022694,0.20278081835041922,0.676906839507717,0.6610526315789473,0.5978014104330672,0.4663242788907321,0.4985853153222699,0.5544492125740885,0.963177038125875,0.9673295454545454,0.9251013379470595,0.533675721109268,0.5014146846777301,0.44555078742591153,0.32309316049228287,0.3389473684210526,0.40219858956693283,0.16864299992861556,0.0902060163884109,0.225400267929412,0.2254150261407364,0.15987237506664437,0.27389474707367917,0.21004216700448677,0.14736341739173853,0.21053682392925666,0.4681963363577004,0.4992345315254238,0.5355150221768483,0.5716155591992245,0.5248143858695912,0.5761253115035779,0.5927851130760282,0.5651485409377102,0.5908503868908115,0.11835178491401015,0.07624154519240937,0.15958335322093697
dst_yager_fire_specificity_silence_sensitivity_tau_0_5,19,0.23052796771361134,0.24743727708215613,0.2822067920412712,0.27564636287130034,0.20434782608695654,0.28232006526565173,0.9079230360603592,0.9785568835006421,0.8945965263298619,0.9641301760806065,0.9677589104340367,0.9325864608484769,0.09207696393964071,0.021443116499357828,0.10540347367013808,0.7243536371286997,0.7956521739130434,0.7176799347343481,0.2035446491409928,0.1701743823552334,0.2426956003791964,0.22349967825810596,0.16785954103329534,0.25482844486795386,0.18488674657276047,0.15964095161846723,0.18691205915700485,0.8816025662492145,0.941270051199902,0.8478706709777178,0.5917846994658298,0.5650954630933367,0.5884582957977569,0.5927851130760282,0.5651485409377102,0.5908503868908115,0.11835178491401015,0.07624154519240937,0.15958335322093697
