strategy,tp,fp,tn,fn,support,positive_support,negative_support,precision,recall,specificity,npv,fpr,fnr,accuracy,balanced_accuracy,f1,f2,mcc,roc_auc,pr_auc,cwe_attribution_acc
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_4,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.5984922462133453,0.7352056639863307,0.5840346934718535
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_5,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.5984922462133453,0.7352056639863307,0.31278335591960865
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_6,715.2,239.0,462.6,721.6,2138.4,1436.8,701.6,0.7495589634239306,0.49776556001826816,0.6593994174793902,0.3906716086481954,0.34060058252060976,0.5022344399817318,0.5507964935932569,0.5785824887488291,0.5981864893791728,0.5335885254102091,0.14845478311814642,0.5984922462133453,0.7352056639863307,0.5777155646221562
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_7,714.0,238.2,463.4,722.8,2138.4,1436.8,701.6,0.7498755487403197,0.4969263563681906,0.6605407581068834,0.3906852615882654,0.33945924189311666,0.5030736436318094,0.5506067949470127,0.578733557237537,0.5976730789507533,0.5328454408116039,0.14877224319880472,0.5984922462133453,0.7352056639863307,0.578704280425352
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_8,712.2,237.6,464.0,724.6,2138.4,1436.8,701.6,0.7498709324244566,0.49566298889754073,0.6613991982048025,0.3903957188320173,0.3386008017951974,0.5043370111024592,0.550041657186229,0.5785310935511717,0.5967533852158801,0.5316809001293101,0.1484252139323376,0.5984922462133453,0.7352056639863307,0.5669088550143002
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_9,647.0,221.4,480.2,789.8,2138.4,1436.8,701.6,0.7451548592601914,0.45029522004208655,0.6845513403859644,0.3781212476269979,0.3154486596140357,0.5497047799579134,0.5271225383589826,0.5674232802140254,0.561273206502419,0.48895743556139,0.12892989401436106,0.5984922462133453,0.7352056639863307,0.5461986243949895
dst_yager_fire_specificity_silence_sensitivity_tau_0_1,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.5899390540244809,0.7238971332321631,0.8984353245940179
dst_yager_fire_specificity_silence_sensitivity_tau_0_2,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.5899390540244809,0.7238971332321631,0.7844102640049042
dst_yager_fire_specificity_silence_sensitivity_tau_0_3,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.5899390540244809,0.7238971332321631,0.7725649344761045
dst_yager_fire_specificity_silence_sensitivity_tau_0_4,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.5899390540244809,0.7238971332321631,0.5840346934718535
dst_yager_fire_specificity_silence_sensitivity_tau_0_5,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.5899390540244809,0.7238971332321631,0.31278335591960865
